,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id
0,tailwindcss,tailwindlabs/tailwindcss,['css'],css-frameworks,https://github.com/tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,MIT,2017-10-06 14:59:14,2024-02-07 19:29:16,2024-02-02 22:15:14,5410.0,69.0,3782.0,597.0,2457.0,7.0,3100.0,75988.0,2024-01-05 20:47:07,3.4.1,2447759.0,62763.0,100.0,A utility-first CSS framework for rapid UI development.,8024282.0,8024282.0,283.0,46,True,1,,,,,
1,vuex,vuejs/vuex,['vue3'],state-management,https://github.com/vuejs/vuex,https://github.com/vuejs/vuex,MIT,2015-07-16 04:21:26,2024-01-17 07:19:28,2023-08-08 11:38:57,1210.0,,9478.0,765.0,969.0,94.0,1166.0,28334.0,2021-06-17 15:52:07,4.0.2,,6623902.0,51.0,Centralized State Management for Vue.js.,1263684.0,1263684.0,335.0,43,True,1,vuex,https://www.npmjs.com/package/vuex,6623902.0,,
2,xstate,statelyai/xstate,[],state-management,https://github.com/statelyai/xstate,https://github.com/statelyai/xstate,MIT,2015-09-14 15:04:15,2024-02-07 16:45:38,2024-02-07 16:43:56,6559.0,170.0,1179.0,190.0,2148.0,58.0,1210.0,25717.0,2024-02-07 16:45:16,xstate@5.6.2,,7054251.0,100.0,Actor-based state management & orchestration for complex app logic.,247831.0,247831.0,353.0,43,True,1,xstate,https://www.npmjs.com/package/xstate,7054251.0,,
3,Element Plus,element-plus/element-plus,"['vue3', 'typescript']",ui-frameworks,https://github.com/element-plus/element-plus,https://github.com/element-plus/element-plus,MIT,2020-07-21 06:51:19,2024-02-08 09:59:02,2024-02-08 09:59:02,5096.0,178.0,12768.0,194.0,6659.0,1226.0,4928.0,22523.0,2024-02-03 04:41:00,2.5.5,,869353.0,100.0,A Vue.js 3 UI Library made by Element team.,76042.0,76042.0,574.0,43,True,1,element-plus,https://www.npmjs.com/package/element-plus,869353.0,,
4,Axios,axios/axios,"['vue2', 'vue3']",http-clients,https://github.com/axios/axios,https://github.com/axios/axios,MIT,2014-08-18 22:30:27,2024-02-05 15:48:31,2024-01-25 19:57:54,1512.0,29.0,10501.0,1206.0,1536.0,489.0,3971.0,103329.0,2024-01-25 19:58:46,1.6.7,,,70.0,Promise based HTTP client for the browser and node.js.,11920783.0,11920783.0,453.0,42,True,1,,,,,
5,Quasar Framework,quasarframework/quasar,"['vue3', 'javascript']",ui-frameworks,https://github.com/quasarframework/quasar,https://github.com/quasarframework/quasar,MIT,2015-10-05 15:45:36,2024-02-08 17:02:35,2024-02-08 17:02:07,13639.0,120.0,3331.0,470.0,4554.0,453.0,7108.0,24935.0,2024-01-25 12:21:40,quasar-v2.14.3,,551402.0,100.0,Quasar Framework - Build high-performance VueJS user interfaces in record time.,44632.0,44632.0,702.0,42,True,1,quasar,https://www.npmjs.com/package/quasar,551402.0,,
6,vue-router,vuejs/vue-router,['vue2'],routing,https://github.com/vuejs/vue-router,https://github.com/vuejs/vue-router,MIT,2013-12-11 19:37:46,2024-01-09 20:09:37,2024-01-09 20:09:29,1455.0,1.0,5024.0,513.0,966.0,64.0,2777.0,19016.0,2022-09-06 10:10:34,3.6.5,,11388907.0,90.0,The official router for Vue 2.,2156971.0,2156971.0,290.0,42,True,1,vue-router,https://www.npmjs.com/package/vue-router,11388907.0,,
7,PrimeVue,primefaces/primevue,"['vue3', 'typescript']",ui-frameworks,https://github.com/primefaces/primevue,https://github.com/primefaces/primevue,MIT,2018-12-04 07:04:14,2024-02-08 18:05:04,2024-02-08 16:30:20,8847.0,781.0,934.0,68.0,1120.0,269.0,3818.0,6573.0,2024-02-07 15:48:59,3.48.1,,672056.0,100.0,Next Generation Vue UI Component Library.,17990.0,17990.0,227.0,41,True,2,primevue,https://www.npmjs.com/package/primevue,672056.0,,
8,router,vuejs/router,['vue3'],routing,https://github.com/vuejs/router,https://github.com/vuejs/router,MIT,2019-02-07 18:09:43,2024-02-08 11:05:42,2024-02-06 08:13:39,2311.0,47.0,1075.0,55.0,1139.0,32.0,792.0,3492.0,2023-09-22 09:25:19,4.2.5,,2525164.0,57.0,The official router for Vue.js.,2156971.0,2156971.0,217.0,41,True,3,router,https://www.npmjs.com/package/router,2525164.0,,
9,Bootstrap v4 Integration,bootstrap-vue/bootstrap-vue,"['vue2', 'javascript']",ui-frameworks,https://github.com/bootstrap-vue/bootstrap-vue,https://github.com/bootstrap-vue/bootstrap-vue,MIT,2016-10-08 15:59:35,2024-01-15 04:29:42,2023-07-28 00:24:13,5376.0,,1845.0,293.0,3674.0,162.0,3218.0,14447.0,2022-04-17 12:49:53,2.22.0,,1449127.0,100.0,BootstrapVue provides one of the most comprehensive implementations of Bootstrap v4 for Vue.js. With extensive and..,172517.0,172517.0,356.0,40,True,2,bootstrap-vue,https://www.npmjs.com/package/bootstrap-vue,1449127.0,,
10,Bulma,jgthms/bulma,['css'],css-frameworks,https://github.com/jgthms/bulma,https://github.com/jgthms/bulma,MIT,2016-01-23 23:48:34,2024-02-04 21:36:06,2024-02-04 21:36:04,1766.0,22.0,3866.0,598.0,1146.0,215.0,2289.0,47906.0,2022-05-08 13:50:59,0.9.4,761244.0,10016.0,17.0,Modern CSS framework based on Flexbox.,243575.0,243575.0,403.0,39,True,3,,,,,
11,Ant Design Vue,vueComponent/ant-design-vue,['vue3'],ui-frameworks,https://github.com/vueComponent/ant-design-vue,https://github.com/vueComponent/ant-design-vue,,2017-09-20 06:04:01,2024-02-08 15:13:58,2024-01-30 04:19:46,5189.0,50.0,3625.0,305.0,1692.0,197.0,5208.0,19290.0,2024-01-05 11:34:20,4.1.0,,373151.0,100.0,An enterprise-class UI components based on Ant Design and Vue.,51421.0,51421.0,270.0,39,True,2,ant-design-vue,https://www.npmjs.com/package/ant-design-vue,373151.0,,
12,Naive UI,tusen-ai/naive-ui,"['vue3', 'typescript']",ui-frameworks,https://github.com/tusen-ai/naive-ui,https://github.com/tusen-ai/naive-ui,MIT,2021-06-04 13:47:28,2024-02-06 08:07:47,2024-01-31 03:26:28,8556.0,264.0,1543.0,88.0,2813.0,598.0,2028.0,14709.0,,,,159221.0,,A Vue 3 Component Library. Fairly Complete. Theme Customizable. Uses TypeScript. Fast.,27489.0,27489.0,294.0,39,True,2,naive-ui,https://www.npmjs.com/package/naive-ui,159221.0,,
13,pinia,vuejs/pinia,['vue3'],state-management,https://github.com/vuejs/pinia,https://github.com/vuejs/pinia,MIT,2019-11-18 21:05:01,2024-02-05 10:21:33,2024-02-05 10:21:29,1863.0,39.0,918.0,64.0,815.0,25.0,628.0,11988.0,2023-10-13 09:39:45,pinia@2.1.7,,4177401.0,98.0,"Intuitive, type safe, light and flexible Store for Vue using the composition api with DevTools support.",197472.0,197472.0,219.0,39,True,2,pinia,https://www.npmjs.com/package/pinia,4177401.0,,
14,Appolo Client,apollographql/apollo-client,"['vue2', 'vue3']",graphql-clients,https://github.com/apollographql/apollo-client,https://github.com/apollographql/apollo-client,MIT,2016-02-26 20:25:00,2024-02-07 21:41:07,2024-02-07 17:22:47,12277.0,179.0,2586.0,290.0,6162.0,448.0,4481.0,19126.0,2024-02-07 17:26:12,3.9.4,,,90.0,"A fully-featured, production ready caching GraphQL client for every UI framework and GraphQL server.",179303.0,179303.0,866.0,38,True,1,,,,,
15,Tauri,tauri-apps/tauri,,desktop-apps,https://github.com/tauri-apps/tauri,https://github.com/tauri-apps/tauri,Apache-2.0,2019-07-13 09:09:37,2024-02-08 17:43:10,2024-02-08 14:29:54,4294.0,181.0,2108.0,480.0,4086.0,658.0,2799.0,74050.0,2024-02-04 21:10:19,tauri-cli-v2.0.0-beta.1,159050.0,41303.0,100.0,"Build smaller, faster, and more secure desktop applications with a web frontend.",573.0,573.0,338.0,37,True,1,tauri,https://www.npmjs.com/package/tauri,1541.0,,
16,vee-validate,logaretm/vee-validate,,forms,https://github.com/logaretm/vee-validate,https://github.com/logaretm/vee-validate,MIT,2016-07-30 01:10:44,2024-01-29 20:32:37,2024-01-29 20:30:16,4721.0,63.0,1215.0,115.0,887.0,55.0,3224.0,10400.0,2024-01-29 20:38:02,4.12.5,,,100.0,Painless Vue forms.,75688.0,75688.0,368.0,35,True,1,,,,,
