,name,github_id,npm_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,projectrank,show,projectrank_placing,trending,labels,updated_github_id
10,Bootstrap v4 Integration,bootstrap-vue/bootstrap-vue,bootstrap-vue,ui-frameworks,https://github.com/bootstrap-vue/bootstrap-vue,https://github.com/bootstrap-vue/bootstrap-vue,MIT,2016-10-08 15:59:35,2024-01-15 04:29:42,2023-07-28 00:24:13,5376,,1842,294,3674.0,162.0,3220.0,14449,2022-04-17 12:49:53,2.22.0,,1348246.0,100.0,BootstrapVue provides one of the most comprehensive implementations of Bootstrap v4 for Vue.js. With extensive and..,174544.0,174544.0,356.0,https://www.npmjs.com/package/bootstrap-vue,1348246.0,39,True,2,-1.0,"['vue2', 'javascript']",
11,pinia,vuejs/pinia,pinia,state-management,https://github.com/vuejs/pinia,https://github.com/vuejs/pinia,MIT,2019-11-18 21:05:01,2024-04-04 11:32:45,2024-04-04 08:39:01,1899,48.0,947,65,831.0,28.0,642.0,12244,2023-10-13 09:39:45,pinia@2.1.7,,4719212.0,98.0,"Intuitive, type safe, light and flexible Store for Vue using the composition api with DevTools support.",217973.0,217973.0,231.0,https://www.npmjs.com/package/pinia,4719212.0,39,True,2,,['vue3'],
12,Tauri,tauri-apps/tauri,tauri,desktop-apps,https://github.com/tauri-apps/tauri,https://github.com/tauri-apps/tauri,Apache-2.0,2019-07-13 09:09:37,2024-04-04 17:22:15,2024-04-04 01:39:51,4480,265.0,2217,492,4267.0,721.0,2997.0,76633,2024-04-02 18:48:02,tauri-cli-v2.0.0-beta.12,46687.0,24807.0,100.0,"Build smaller, faster, and more secure desktop applications with a web frontend.",604.0,604.0,353.0,https://www.npmjs.com/package/tauri,1464.0,38,True,3,,,
13,Ant Design Vue,vueComponent/ant-design-vue,ant-design-vue,ui-frameworks,https://github.com/vueComponent/ant-design-vue,https://github.com/vueComponent/ant-design-vue,,2017-09-20 06:04:01,2024-04-02 04:18:11,2024-03-23 02:40:28,5193,22.0,3645,302,1728.0,209.0,5295.0,19496,2024-01-05 11:34:20,4.1.0,,372556.0,100.0,An enterprise-class UI components based on Ant Design and Vue.,52911.0,52911.0,270.0,https://www.npmjs.com/package/ant-design-vue,372556.0,38,True,2,,['vue3'],
14,Appolo Client,apollographql/apollo-client,,graphql-clients,https://github.com/apollographql/apollo-client,https://github.com/apollographql/apollo-client,MIT,2016-02-26 20:25:00,2024-04-04 15:55:18,2024-04-02 16:30:09,12338,141.0,2596,288,6253.0,479.0,4533.0,19189,2024-04-01 18:52:00,3.9.10,,,98.0,"A fully-featured, production ready caching GraphQL client for every UI framework and GraphQL server.",181199.0,181199.0,873.0,,,38,True,1,,"['vue2', 'vue3']",
15,Naive UI,tusen-ai/naive-ui,naive-ui,ui-frameworks,https://github.com/tusen-ai/naive-ui,https://github.com/tusen-ai/naive-ui,MIT,2021-06-04 13:47:28,2024-03-29 09:07:32,2024-03-22 01:57:21,8615,123.0,1565,87,2878.0,274.0,2440.0,15044,,,,149685.0,,A Vue 3 Component Library. Fairly Complete. Theme Customizable. Uses TypeScript. Fast.,28702.0,28702.0,299.0,https://www.npmjs.com/package/naive-ui,149685.0,38,True,2,,"['vue3', 'typescript']",
16,vee-validate,logaretm/vee-validate,,forms,https://github.com/logaretm/vee-validate,https://github.com/logaretm/vee-validate,MIT,2016-07-30 01:10:44,2024-03-27 09:38:29,2024-03-09 15:17:03,4734,21.0,1224,116,894.0,81.0,3240.0,10499,2024-03-10 23:15:18,4.12.6,,,100.0,Painless Vue forms.,78393.0,78393.0,370.0,,,35,True,1,,,
17,vue-router,vuejs/vue-router,vue-router,routing,https://github.com/vuejs/vue-router,https://github.com/vuejs/vue-router,MIT,2013-12-11 19:37:46,2024-03-28 02:06:15,2024-03-18 05:35:29,1458,4.0,5024,511,971.0,64.0,2778.0,19018,2022-09-06 10:10:34,3.6.5,,11605479.0,90.0,The official router for Vue 2.,3.0,3.0,290.0,https://www.npmjs.com/package/vue-router,11605479.0,34,True,3,,['vue2'],
18,URQL,urql-graphql/urql,,graphql-clients,https://github.com/urql-graphql/urql,https://github.com/urql-graphql/urql,MIT,2018-01-24 01:44:42,2024-04-04 05:53:39,2024-04-04 05:53:39,2660,48.0,436,89,1457.0,19.0,914.0,8457,2024-04-02 14:44:16,@urql/vue@1.1.3,,,100.0,The highly customizable and versatile GraphQL client with which you add on features like normalized caching as you grow.,379632.0,379632.0,248.0,,,34,True,2,1.0,"['vue2', 'vue3']",
19,Vuestic UI,epicmaxco/vuestic-ui,vuestic-ui,ui-frameworks,https://github.com/epicmaxco/vuestic-ui,https://github.com/epicmaxco/vuestic-ui,MIT,2019-08-03 11:58:26,2024-04-04 17:18:05,2024-04-03 23:00:09,3461,133.0,313,31,1667.0,455.0,1939.0,3263,2024-04-02 23:57:48,1.9.8,,28094.0,53.0,Free and Open Source UI Library for Vue 3.,1382.0,1382.0,123.0,https://www.npmjs.com/package/vuestic-ui,28094.0,34,True,3,,"['vue3', 'typescript']",
20,Amplify UI,aws-amplify/amplify-ui,@aws-amplify/ui-vue,ui-frameworks,https://github.com/aws-amplify/amplify-ui,https://github.com/aws-amplify/amplify-ui,Apache-2.0,2021-03-25 19:11:52,2024-04-04 17:30:11,2024-04-04 17:30:10,2914,122.0,242,56,3901.0,143.0,911.0,761,2024-03-26 18:17:46,@aws-amplify/ui-react-liveness@3.0.16,,106269.0,100.0,"Amplify UI is a collection of accessible, themeable, performant React (and more!) components that can connect directly..",48157.0,48157.0,112.0,https://www.npmjs.com/package/@aws-amplify/ui-vue,106269.0,34,True,3,,['vue3'],
21,vue-devtools,vuejs/devtools,,dev-tools,https://github.com/vuejs/devtools,https://github.com/vuejs/devtools,MIT,2014-09-29 03:52:07,2024-04-02 18:56:01,2024-03-03 22:14:44,2138,51.0,4076,514,441.0,454.0,1129.0,24289,2024-02-15 18:10:48,6.6.1,102703.0,1180.0,87.0,Browser devtools extension for debugging Vue.js applications.,3.0,3.0,141.0,,,32,True,1,,[],
22,Relay,facebook/relay,,graphql-clients,https://github.com/facebook/relay,https://github.com/facebook/relay,MIT,2015-08-10 22:09:16,2024-04-04 17:45:49,2024-04-04 17:34:10,9496,204.0,1748,331,2432.0,518.0,1683.0,18156,2024-01-23 16:49:06,16.2.0,,,82.0,Relay is a JavaScript framework for building data-driven React applications.,3.0,3.0,867.0,,,32,True,2,,"['vue2', 'vue3']",
23,CoreUI,coreui/coreui,,css-frameworks,https://github.com/coreui/coreui,https://github.com/coreui/coreui,MIT,2018-03-27 11:09:56,2024-04-02 09:10:02,2024-03-28 09:56:13,22289,18.0,185,23,571.0,1.0,138.0,708,2024-03-28 09:54:57,5.0.0,5277.0,75.0,87.0,Open Source UI Kit built on top of Bootstrap 5 and plain JavaScript without any additional libraries like jQuery.,32173.0,32173.0,1526.0,,,32,True,3,,['bootstrap5'],
24,vue-resource,pagekit/vue-resource,,http-clients,https://github.com/pagekit/vue-resource,https://github.com/pagekit/vue-resource,MIT,2014-02-07 23:07:56,2022-12-08 21:37:18,2021-06-14 12:02:28,483,,1594,259,142.0,83.0,453.0,10108,2021-06-14 12:05:55,1.5.3,,,53.0,The HTTP client for Vue.js.,131032.0,131032.0,26.0,,,30,True,3,,['vue2'],
25,graphql-request,prisma-labs/graphql-request,,graphql-clients,https://github.com/jasonkuhrt/graphql-request,https://github.com/jasonkuhrt/graphql-request,MIT,2017-05-10 20:05:07,2024-04-04 12:11:11,2024-04-03 18:56:08,471,82.0,293,32,406.0,17.0,292.0,5633,2023-05-23 16:56:08,6.1.0,,,30.0,Minimal GraphQL client.,230133.0,230133.0,88.0,,,30,True,3,,"['vue2', 'vue3']",jasonkuhrt/graphql-request
26,Headless UI,tailwindlabs/headlessui,,components,https://github.com/tailwindlabs/headlessui,https://github.com/tailwindlabs/headlessui,MIT,2020-09-16 09:53:09,2024-04-03 23:54:13,2024-04-03 13:10:58,716,32.0,990,166,622.0,25.0,1101.0,24028,2024-02-07 21:50:10,@headlessui/vue@v1.7.19,,,96.0,"Completely unstyled, fully accessible UI components, designed to integrate beautifully with Tailwind CSS.",2996.0,2996.0,59.0,,,29,True,1,,['tailwind'],
27,mdb-ui-kit,mdbootstrap/mdb-ui-kit,,dnd,https://github.com/mdbootstrap/mdb-ui-kit,https://github.com/mdbootstrap/mdb-ui-kit,,2014-08-18 11:54:00,2024-03-11 11:19:56,2024-03-11 11:17:27,1474,2.0,3463,779,339.0,13.0,1172.0,23993,2024-03-11 11:46:21,7.2.0,,,35.0,Bootstrap 5 & Material Design UI KIT.,11756.0,11756.0,119.0,,,29,True,1,,['vue3'],
28,formkit,formkit/formkit,,forms,https://github.com/formkit/formkit,https://github.com/formkit/formkit,MIT,2021-06-02 21:35:19,2024-04-04 13:14:12,2024-03-27 20:08:38,1977,179.0,151,31,275.0,69.0,808.0,4022,2024-03-27 20:15:59,1.6.1,,,42.0,Vue Forms Supercharged.,78.0,78.0,56.0,,,27,True,2,-1.0,,
29,vuelidate,vuelidate/vuelidate,,forms,https://github.com/vuelidate/vuelidate,https://github.com/vuelidate/vuelidate,MIT,2016-11-05 14:30:37,2024-03-20 18:31:29,2023-12-22 13:21:42,670,,494,80,331.0,181.0,724.0,6805,2023-03-26 08:01:51,@vuelidate/core@2.0.1,,,49.0,"Simple, lightweight model-based validation for Vue.js.",47032.0,47032.0,93.0,,,26,True,3,,,
30,Oruga UI,oruga-ui/oruga,@oruga-ui/oruga,ui-frameworks,https://github.com/oruga-ui/oruga,https://github.com/oruga-ui/oruga,MIT,2020-06-02 07:52:58,2024-04-03 18:35:24,2024-04-02 07:37:12,1595,101.0,172,11,500.0,45.0,335.0,1090,2024-04-02 07:41:00,0.8.7,,6426.0,38.0,Oruga is a lightweight library of UI components without any CSS framework dependency.,3.0,3.0,84.0,https://www.npmjs.com/package/@oruga-ui/oruga,6426.0,26,True,3,,"['vue3', 'typescript']",
31,Semantic UI Integration,Semantic-UI-Vue/Semantic-UI-Vue,semantic-ui-vue,ui-frameworks,https://github.com/Semantic-UI-Vue/Semantic-UI-Vue,https://github.com/Semantic-UI-Vue/Semantic-UI-Vue,MIT,2017-08-25 10:11:54,2022-12-10 20:30:18,2020-06-03 23:01:02,562,,148,34,271.0,106.0,145.0,936,2020-06-03 22:45:05,0.11.0,,5131.0,29.0,Semantic UI integration for Vue.,1836.0,1836.0,71.0,https://www.npmjs.com/package/semantic-ui-vue,5131.0,24,True,3,,"['vue3', 'javascript']",
32,Appolo Client integration,vuejs/apollo,,graphql-integrations,https://github.com/vuejs/apollo,https://github.com/vuejs/apollo,MIT,2016-09-18 18:44:06,2024-03-29 09:03:06,2024-03-29 09:03:06,1020,23.0,495,109,457.0,253.0,668.0,5986,2024-03-08 10:56:30,4.0.2,,,91.0,Apollo/GraphQL integration for VueJS.,3.0,3.0,137.0,,,23,True,1,,"['vue2', 'vue3', 'appolo']",
33,graphql-hooks,nearform/graphql-hooks,,graphql-clients,https://github.com/nearform/graphql-hooks,https://github.com/nearform/graphql-hooks,,2019-02-08 08:29:00,2024-04-01 21:48:58,2024-03-26 16:06:30,777,13.0,89,113,921.0,1.0,239.0,1868,2024-01-19 16:50:14,typescript-example@4.0.0,,,100.0,Minimal hooks-first GraphQL client.,1109.0,1109.0,88.0,,,23,True,3,,"['vue2', 'vue3']",
34,CoreUI Components,coreui/coreui-vue,,components,https://github.com/coreui/coreui-vue,https://github.com/coreui/coreui-vue,MIT,2018-02-26 18:15:21,2024-03-28 15:51:11,2024-03-28 15:49:47,590,19.0,131,17,47.0,3.0,215.0,587,2024-03-28 15:51:11,5.0.0,,,98.0,Bootstrap 5 based Vue 3 components and directives. CoreUI for Vue.js replaces and extends the Bootstrap 5 javascript...,3436.0,3436.0,7.0,,,23,True,2,,['coreui'],
35,vuex-orm,vuex-orm/vuex-orm,,state-management,https://github.com/vuex-orm/vuex-orm,https://github.com/vuex-orm/vuex-orm,MIT,2017-06-16 18:05:37,2022-12-10 17:16:42,2021-07-03 12:24:14,1334,,165,38,257.0,128.0,415.0,2361,2021-05-07 13:12:13,0.36.4,,,100.0,The Vuex plugin to enable Object-Relational Mapping access to the Vuex Store.,34.0,34.0,62.0,,,22,True,2,,['vue3'],
36,coreui-free-vue-admin-template,coreui/coreui-free-vue-admin-template,,admin-dashboards,https://github.com/coreui/coreui-free-vue-admin-template,https://github.com/coreui/coreui-free-vue-admin-template,MIT,2017-08-15 09:29:16,2024-03-28 16:08:51,2024-03-28 16:08:07,498,4.0,930,122,81.0,1.0,199.0,3221,2024-03-28 16:08:51,5.0.0,,,62.0,Open source admin template based on Bootstrap 5 and Vue 3.,,,11.0,,,20,True,1,-1.0,"['vue3', 'bootstrap5', 'coreui']",
37,vue-formulate,wearebraid/vue-formulate,,forms,https://github.com/wearebraid/vue-formulate,https://github.com/wearebraid/vue-formulate,MIT,2019-10-07 14:13:30,2023-05-06 23:19:06,2022-04-13 12:37:08,558,,243,30,126.0,113.0,339.0,2229,,,,,,The easiest way to build forms with Vue.,44.0,44.0,18.0,,,19,True,3,,,
38,flowbite-vue,themesberg/flowbite-vue,,components,https://github.com/themesberg/flowbite-vue,https://github.com/themesberg/flowbite-vue,MIT,2022-06-02 08:04:40,2024-03-23 04:20:11,2024-02-26 10:38:57,440,7.0,101,11,131.0,38.0,91.0,641,,,,,,Official Vue 3 components built for Flowbite and Tailwind CSS.,1633.0,1633.0,38.0,,,19,True,3,,['tailwind'],
39,villus,logaretm/villus,,graphql-clients,https://github.com/logaretm/villus,https://github.com/logaretm/villus,MIT,2019-12-22 20:52:31,2024-03-01 12:33:56,2024-03-01 12:33:28,636,2.0,31,9,72.0,12.0,124.0,785,2024-03-01 12:40:46,3.4.0,,,67.0,A tiny and fast GraphQL client for Vue.js.,13.0,13.0,22.0,,,18,True,3,-1.0,"['vue2', 'vue3']",
40,vuex-orm-next,vuex-orm/vuex-orm-next,,state-management,https://github.com/vuex-orm/vuex-orm-next,https://github.com/vuex-orm/vuex-orm-next,MIT,2020-04-10 03:54:39,2023-03-04 11:20:52,2021-12-03 07:26:44,214,,11,11,102.0,11.0,22.0,189,2021-11-19 00:31:46,1.0.0-draft.16,,,17.0,The next iteration of Vuex ORM.,1005.0,1005.0,9.0,,,18,True,2,,['vue3'],
41,admin-one-vue-tailwind,justboil/admin-one-vue-tailwind,,admin-dashboards,https://github.com/justboil/admin-one-vue-tailwind,https://github.com/justboil/admin-one-vue-tailwind,MIT,2021-06-14 13:48:31,2024-03-05 10:29:46,2023-10-31 04:41:59,440,,359,30,17.0,22.0,17.0,1953,2023-04-06 16:31:39,3.2.0,,,13.0,Free Vue.js 3.x Tailwind 3.x admin dashboard template with dark mode. Vite builds. Pinia state. Laravel integration..,,,3.0,,,17,True,3,,"['vue3', 'tailwind', 'vite', 'pinia']",
42,vue-save-state,spatie/vue-save-state,vue-save-state,state-management,https://github.com/spatie/vue-save-state,https://github.com/spatie/vue-save-state,MIT,2016-10-28 13:06:41,2022-03-21 12:45:21,2022-03-21 12:45:21,58,,23,12,11.0,,14.0,242,2017-01-19 19:12:25,1.1.0,,2056.0,1.0,A Vue mixin to save the state of a component to local storage.,151.0,151.0,9.0,https://www.npmjs.com/package/vue-save-state,2056.0,17,True,3,,[],
43,vue.draggable.next,SortableJS/vue.draggable.next,,dnd,https://github.com/SortableJS/vue.draggable.next,https://github.com/SortableJS/vue.draggable.next,MIT,2020-11-18 01:28:43,2023-09-27 01:14:21,2021-08-25 03:06:16,641,,475,17,28.0,160.0,68.0,3421,2020-11-30 17:06:31,4.0.1,,,1.0,Vue 3 compatible drag-and-drop component based on Sortable.js.,,,45.0,,,16,True,2,,['vue3'],
44,Equal UI,quatrochan/Equal,equal-vue,ui-frameworks,https://github.com/Equal-UI/Equal,https://github.com/Equal-UI/Equal,MIT,2019-10-15 14:40:47,2023-08-15 19:13:09,2023-08-15 19:03:41,167,,66,17,212.0,2.0,68.0,1199,,,,348.0,,Equal UI is a Vue 3 UI library empowered by Tailwindcss.,3.0,3.0,12.0,https://www.npmjs.com/package/equal-vue,348.0,16,True,3,,"['vue3', 'typescript']",Equal-UI/Equal
45,Genql,remorses/genql,,graphql-clients,https://github.com/remorses/genql,https://github.com/remorses/genql,MIT,2020-05-14 20:39:29,2024-03-30 15:58:32,2024-03-30 15:57:39,1271,40.0,32,8,40.0,17.0,114.0,827,2024-03-30 15:58:33,@genql/cli@6.3.3,,,1.0,Type safe TypeScript client for any GraphQL API.,,,12.0,,,16,True,3,1.0,"['vue2', 'vue3']",
46,vue-dragging,hilongjw/vue-dragging,,dnd,https://github.com/hilongjw/vue-dragging,https://github.com/hilongjw/vue-dragging,MIT,2016-11-16 06:39:22,2018-12-12 14:05:44,2018-12-12 14:05:35,57,,141,23,7.0,24.0,4.0,767,,,,,,A sortable list directive with Vue.,1278.0,1278.0,10.0,,,16,False,2,,['vue2'],
47,vorms,Mini-ghost/vorms,,forms,https://github.com/Mini-ghost/vorms,https://github.com/Mini-ghost/vorms,MIT,2022-04-27 16:26:30,2024-03-04 01:54:03,2024-03-04 01:53:07,201,7.0,17,6,33.0,8.0,10.0,489,2023-02-25 09:28:18,1.1.0,,,10.0,Vue Form Validation with Composition API.,48.0,48.0,6.0,,,16,True,3,,,
48,AgnosticUI,AgnosticUI/agnosticui,agnosticui,ui-frameworks,https://github.com/AgnosticUI/agnosticui,https://github.com/AgnosticUI/agnosticui,Apache-2.0,2020-09-07 21:03:08,2023-12-29 12:37:44,2023-01-23 23:36:07,1914,,46,5,60.0,38.0,149.0,703,,,,,16.0,AgnosticUI is a set of UI primitives that start their lives in clean HTML and CSS. These standards compliant..,,,12.0,https://www.npmjs.com/package/agnosticui,,15,True,3,,['vue3'],
49,harlem,andrewcourtice/harlem,harlem,state-management,https://github.com/andrewcourtice/harlem,https://github.com/andrewcourtice/harlem,MIT,2020-10-01 23:52:49,2023-09-09 12:02:12,2023-04-26 22:35:18,525,,16,6,58.0,3.0,13.0,510,2023-03-20 23:34:42,3.1.8,,145.0,63.0,Powerfully simple global state management for Vue 3.,12.0,12.0,10.0,https://www.npmjs.com/package/harlem,145.0,15,True,3,,['vue3'],
50,Vuex ORM integration,vuex-orm/plugin-graphql,,graphql-integrations,https://github.com/vuex-orm/plugin-graphql,https://github.com/vuex-orm/plugin-graphql,MIT,2018-01-30 15:59:22,2022-12-14 15:16:51,2020-11-18 15:11:03,355,,51,10,93.0,44.0,71.0,227,2018-06-07 12:43:48,0.0.41,,,65.0,Vuex ORM persistence plugin to sync the store against a GraphQL API.,3.0,3.0,18.0,,,15,True,3,,"['vue2', 'vue3', 'vuex-orm']",
51,vue-route,ayamflow/vue-route,vue-route,routing,https://github.com/ayamflow/vue-route,https://github.com/ayamflow/vue-route,,2014-11-05 08:42:52,2016-11-04 21:00:45,2016-11-04 21:00:45,66,,8,9,9.0,2.0,17.0,75,2015-06-26 16:49:13,.1.5.0,,3087.0,9.0,"Routing directive for Vue.js, inspired by ng-view.",1235.0,1235.0,4.0,https://www.npmjs.com/package/vue-route,3087.0,15,False,3,,['vue2'],
52,vue-js-grid,euvl/vue-js-grid,,dnd,https://github.com/euvl/vue-js-grid,https://github.com/euvl/vue-js-grid,MIT,2017-09-21 14:51:06,2022-08-18 01:13:29,2020-05-17 06:21:53,48,,107,24,15.0,16.0,15.0,955,,,,,,"Vue.js 2.x responsive grid system with smooth sorting, drag-n-drop and reordering.",160.0,160.0,8.0,,,14,True,3,,['vue2'],
53,vue-argon-dashboard,creativetimofficial/vue-argon-dashboard,,admin-dashboards,https://github.com/creativetimofficial/vue-argon-dashboard,https://github.com/creativetimofficial/vue-argon-dashboard,MIT,2019-04-08 12:17:09,2024-02-27 10:56:13,2024-02-27 10:55:41,18,3.0,653,13,42.0,5.0,45.0,372,2024-02-27 10:56:13,4.0.0,,,5.0,Vue Argon Dashboard.,,,2.0,,,14,True,3,,"['vue3', 'bootstrap5']",
54,Vue Chimera,chimera-js/vue-chimera,,http-integrations,https://github.com/chimera-js/vue-chimera,https://github.com/chimera-js/vue-chimera,MIT,2018-08-02 13:06:12,2022-12-10 17:10:26,2020-03-20 19:50:38,176,,18,7,40.0,2.0,12.0,169,2020-03-20 15:47:54,3.0.2,,,7.0,VueJS reactive RESTful API.,26.0,26.0,2.0,,,13,True,1,,"['vue2', 'vue3', 'axios']",
55,Storybook for Nuxt framework,storybook-vue/nuxt,,dev-tools,https://github.com/storybook-vue/storybook-nuxt,https://github.com/storybook-vue/storybook-nuxt,,2023-07-23 03:19:03,2024-03-29 13:20:17,2024-03-29 13:20:10,372,30.0,15,10,42.0,37.0,15.0,133,2024-03-29 13:20:44,0.2.6,,,10.0,Storybook integration for Nuxt Framework - Unleashing the power of Storybook in Nuxt/Vue Land!.,5.0,5.0,5.0,,,13,True,3,2.0,[],storybook-vue/storybook-nuxt
56,vue-stator,galvez/vue-stator,vue-stator,state-management,https://github.com/galvez/vue-stator,https://github.com/galvez/vue-stator,,2019-10-06 17:56:39,2023-01-04 22:35:09,2021-01-26 01:25:08,123,,3,6,38.0,4.0,6.0,167,2019-11-22 17:42:00,1.2.0,,32.0,3.0,Vuex alternative based on Vue.observable().,6.0,6.0,4.0,https://www.npmjs.com/package/vue-stator,32.0,11,True,3,,[],
57,tailwindui-vue,tailwindlabs/tailwindui-vue,,components,https://github.com/tailwindlabs/tailwindui-vue,https://github.com/tailwindlabs/tailwindui-vue,,2020-05-29 17:04:32,2020-10-02 21:51:16,2020-10-02 21:50:05,9,,28,60,9.0,,7.0,649,,,,,,"Deprecated, please use the Headless UI repo instead.",19.0,19.0,4.0,,,10,True,3,,['tailwind'],
58,vue3-draggable,shkilo/vue3-draggable,,dnd,https://github.com/shkilo/vue3-draggable,https://github.com/shkilo/vue3-draggable,MIT,2020-12-27 13:50:23,2023-01-11 17:43:22,2021-06-07 12:33:47,72,,17,1,6.0,8.0,1.0,33,,,,,,simple drag&drop component for vue 3.x.,293.0,293.0,,,,10,True,3,,['vue3'],
59,vue-redux,yang-wei/vue-redux,vue-redux,state-management,https://github.com/yang-wei/vue-redux,https://github.com/yang-wei/vue-redux,,2015-07-11 07:22:47,2017-07-15 04:36:28,2016-02-07 03:02:14,61,,12,3,17.0,,8.0,142,2015-07-26 09:31:05,0.0.1,,14.0,1.0,What happen when Vue.js + Redux.,14.0,14.0,6.0,https://www.npmjs.com/package/vue-redux,14.0,9,False,3,,[],
