,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id
0,tailwindcss,tailwindlabs/tailwindcss,['css'],css-frameworks,https://github.com/tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,MIT,2017-10-06 14:59:14,2023-12-25 14:56:58,2023-12-25 06:29:29,5386.0,104.0,3711.0,596.0,2423.0,8.0,3069.0,74727.0,2023-12-19 17:32:44,3.4.0,2189846.0,59185.0,100.0,A utility-first CSS framework for rapid UI development.,7515665.0,7515665.0,282.0,45,True,1,,,,,
1,xstate,statelyai/xstate,[],state-management,https://github.com/statelyai/xstate,https://github.com/statelyai/xstate,MIT,2015-09-14 15:04:15,2023-12-28 15:54:36,2023-12-28 15:15:23,6513.0,207.0,1153.0,188.0,2106.0,49.0,1200.0,25439.0,2023-12-24 04:25:57,@xstate/vue@3.0.3,,6162190.0,100.0,State machines and statecharts for the modern web.,242988.0,242988.0,349.0,44,True,1,xstate,https://www.npmjs.com/package/xstate,6162190.0,,
2,vuex,vuejs/vuex,['vue3'],state-management,https://github.com/vuejs/vuex,https://github.com/vuejs/vuex,MIT,2015-07-16 04:21:26,2023-11-20 23:49:44,2023-08-08 11:38:57,1210.0,,9464.0,765.0,968.0,93.0,1166.0,28305.0,2021-06-17 15:52:07,4.0.2,,6106726.0,51.0,Centralized State Management for Vue.js.,1253648.0,1253648.0,335.0,43,True,1,vuex,https://www.npmjs.com/package/vuex,6106726.0,,
3,Element Plus,element-plus/element-plus,"['vue3', 'typescript']",ui-frameworks,https://github.com/element-plus/element-plus,https://github.com/element-plus/element-plus,MIT,2020-07-21 06:51:19,2023-12-28 15:03:21,2023-12-28 14:53:10,4993.0,132.0,12276.0,195.0,6487.0,1272.0,4729.0,22169.0,2023-12-15 12:44:35,2.4.4,,735578.0,100.0,A Vue.js 3 UI Library made by Element team.,72685.0,72685.0,558.0,43,True,1,element-plus,https://www.npmjs.com/package/element-plus,735578.0,,
4,Axios,axios/axios,"['vue2', 'vue3']",http-clients,https://github.com/axios/axios,https://github.com/axios/axios,MIT,2014-08-18 22:30:27,2023-12-27 17:04:51,2023-12-27 17:04:51,1497.0,28.0,10464.0,1206.0,1514.0,474.0,3953.0,102908.0,2023-12-26 23:16:13,1.6.3,,,66.0,Promise based HTTP client for the browser and node.js.,11523956.0,11523956.0,450.0,42,True,1,,,,,
5,Quasar Framework,quasarframework/quasar,"['vue3', 'javascript']",ui-frameworks,https://github.com/quasarframework/quasar,https://github.com/quasarframework/quasar,MIT,2015-10-05 15:45:36,2023-12-28 17:22:33,2023-12-18 12:24:20,13574.0,120.0,3304.0,471.0,4538.0,430.0,7069.0,24733.0,2023-12-18 12:26:14,quasar-v2.14.2,,472980.0,100.0,Quasar Framework - Build high-performance VueJS user interfaces in record time.,43339.0,43339.0,695.0,42,True,1,quasar,https://www.npmjs.com/package/quasar,472980.0,,
6,vue-router,vuejs/vue-router,['vue2'],routing,https://github.com/vuejs/vue-router,https://github.com/vuejs/vue-router,MIT,2013-12-11 19:37:46,2023-11-17 14:31:17,2023-10-31 08:46:09,1454.0,1.0,5030.0,513.0,965.0,64.0,2777.0,19020.0,2022-09-06 10:10:34,3.6.5,,10320165.0,90.0,The official router for Vue 2.,2117684.0,2117684.0,290.0,42,True,1,vue-router,https://www.npmjs.com/package/vue-router,10320165.0,,
7,PrimeVue,primefaces/primevue,"['vue3', 'typescript']",ui-frameworks,https://github.com/primefaces/primevue,https://github.com/primefaces/primevue,MIT,2018-12-04 07:04:14,2023-12-28 09:09:53,2023-12-28 09:09:51,8443.0,1010.0,892.0,63.0,1084.0,226.0,3662.0,5807.0,2023-12-22 13:47:53,3.45.0,,540301.0,100.0,Next Generation Vue UI Component Library.,16752.0,16752.0,217.0,41,True,2,primevue,https://www.npmjs.com/package/primevue,540301.0,,
8,router,vuejs/router,['vue3'],routing,https://github.com/vuejs/router,https://github.com/vuejs/router,MIT,2019-02-07 18:09:43,2023-12-27 13:27:25,2023-12-27 13:27:24,2299.0,50.0,1051.0,54.0,1120.0,30.0,783.0,3404.0,2023-09-22 09:25:19,4.2.5,,2357646.0,57.0,The official router for Vue.js.,2117684.0,2117684.0,211.0,41,True,3,router,https://www.npmjs.com/package/router,2357646.0,,
9,Bootstrap v4 Integration,bootstrap-vue/bootstrap-vue,"['vue2', 'javascript']",ui-frameworks,https://github.com/bootstrap-vue/bootstrap-vue,https://github.com/bootstrap-vue/bootstrap-vue,MIT,2016-10-08 15:59:35,2023-10-29 02:32:36,2023-07-28 00:24:13,5376.0,,1843.0,294.0,3672.0,161.0,3218.0,14431.0,2022-04-17 12:49:53,2.22.0,,1310428.0,100.0,BootstrapVue provides one of the most comprehensive implementations of Bootstrap v4 for Vue.js. With extensive and..,170847.0,170847.0,356.0,40,True,2,bootstrap-vue,https://www.npmjs.com/package/bootstrap-vue,1310428.0,,
