,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id
0,tailwindcss,tailwindlabs/tailwindcss,['css'],css-frameworks,https://github.com/tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,MIT,2017-10-06 14:59:14,2023-02-16 17:22:51,2023-02-16 15:16:36,5041.0,121.0,3270.0,587.0,2091.0,5.0,2724.0,65163.0,2023-02-08 16:49:28,3.2.6,711164.0,25398.0,100.0,A utility-first CSS framework for rapid UI development.,3754446.0,3754446.0,260.0,44,True,1,,,,,
1,Axios,axios/axios,"['vue2', 'vue3']",http-clients,https://github.com/axios/axios,https://github.com/axios/axios,MIT,2014-08-18 22:30:27,2023-02-15 08:16:12,2023-02-13 18:46:08,1429.0,87.0,9890.0,1207.0,1323.0,322.0,3782.0,98802.0,2023-02-13 18:47:13,1.3.3,,,56.0,Promise based HTTP client for the browser and node.js.,8454568.0,8454568.0,435.0,43,True,1,,,,,
2,vuex,vuejs/vuex,['vue3'],state-management,https://github.com/vuejs/vuex,https://github.com/vuejs/vuex,MIT,2015-07-16 04:21:26,2023-02-10 09:16:09,2022-12-08 17:05:36,1208.0,1.0,9426.0,781.0,954.0,82.0,1164.0,27962.0,2021-06-17 15:52:07,4.0.2,,7568197.0,51.0,Centralized State Management for Vue.js.,1129093.0,1129093.0,334.0,42,True,1,vuex,https://www.npmjs.com/package/vuex,7568197.0,,
3,Quasar Framework,quasarframework/quasar,"['vue3', 'javascript']",ui-frameworks,https://github.com/quasarframework/quasar,https://github.com/quasarframework/quasar,MIT,2015-10-05 15:45:36,2023-02-15 09:13:51,2023-02-14 11:08:35,12648.0,158.0,3018.0,474.0,4347.0,360.0,6768.0,22866.0,2023-02-14 10:59:01,quasar-v2.11.6,,517016.0,100.0,Quasar Framework - Build high-performance VueJS user interfaces in record time.,31629.0,31629.0,637.0,42,True,1,quasar,https://www.npmjs.com/package/quasar,517016.0,,
4,Element Plus,element-plus/element-plus,"['vue3', 'typescript']",ui-frameworks,https://github.com/element-plus/element-plus,https://github.com/element-plus/element-plus,MIT,2020-07-21 06:51:19,2023-02-16 15:23:59,2023-02-16 15:23:59,4465.0,166.0,7871.0,181.0,5507.0,920.0,3939.0,18722.0,2023-02-10 08:29:46,2.2.30,,540038.0,100.0,A Vue.js 3 UI Library made by Element team.,40818.0,40818.0,456.0,42,True,1,element-plus,https://www.npmjs.com/package/element-plus,540038.0,,
5,xstate,statelyai/xstate,[],state-management,https://github.com/statelyai/xstate,https://github.com/statelyai/xstate,MIT,2015-09-14 15:04:15,2023-02-16 13:28:26,2023-02-14 15:35:52,5212.0,54.0,1053.0,185.0,1570.0,119.0,1028.0,22795.0,2023-02-14 15:39:32,@xstate/immer@0.3.2,,5889988.0,100.0,State machines and statecharts for the modern web.,189762.0,189762.0,323.0,41,True,1,xstate,https://www.npmjs.com/package/xstate,5889988.0,,
6,Bootstrap v4 Integration,bootstrap-vue/bootstrap-vue,"['vue2', 'javascript']",ui-frameworks,https://github.com/bootstrap-vue/bootstrap-vue,https://github.com/bootstrap-vue/bootstrap-vue,MIT,2016-10-08 15:59:35,2023-02-15 09:55:08,2023-01-08 16:38:27,5371.0,18.0,1833.0,302.0,3660.0,138.0,3197.0,14215.0,2022-04-17 12:49:53,2.22.0,,1589001.0,100.0,BootstrapVue provides one of the most comprehensive implementations of Bootstrap v4 for Vue.js. With extensive and..,153758.0,153758.0,355.0,41,True,2,bootstrap-vue,https://www.npmjs.com/package/bootstrap-vue,1589001.0,,
7,Bulma,jgthms/bulma,['css'],css-frameworks,https://github.com/jgthms/bulma,https://github.com/jgthms/bulma,MIT,2016-01-23 23:48:34,2023-02-16 07:43:18,2023-02-16 07:43:17,1721.0,10.0,3842.0,607.0,1112.0,182.0,2270.0,46792.0,2022-05-08 13:50:59,0.9.4,679536.0,10617.0,17.0,Modern CSS framework based on Flexbox.,217797.0,217797.0,396.0,39,True,3,,,,,
8,Tauri,tauri-apps/tauri,,desktop-apps,https://github.com/tauri-apps/tauri,https://github.com/tauri-apps/tauri,Apache-2.0,2019-07-13 09:09:37,2023-02-16 18:00:03,2023-02-14 17:56:36,3263.0,157.0,1522.0,449.0,3180.0,330.0,1950.0,58956.0,2023-02-02 21:26:43,cli.rs-v2.0.0-alpha.2,312800.0,45692.0,100.0,"Build smaller, faster, and more secure desktop applications with a web frontend.",10524.0,10524.0,236.0,38,True,1,tauri,https://www.npmjs.com/package/tauri,1007.0,,
9,Appolo Client,apollographql/apollo-client,"['vue2', 'vue3']",graphql-clients,https://github.com/apollographql/apollo-client,https://github.com/apollographql/apollo-client,MIT,2016-02-26 20:25:00,2023-02-16 17:36:21,2023-02-16 17:35:24,11475.0,169.0,2478.0,298.0,5478.0,543.0,4084.0,18472.0,2023-02-15 21:09:46,3.7.8,,,28.0,"A fully-featured, production ready caching GraphQL client for every UI framework and GraphQL server.",162050.0,162050.0,801.0,38,True,1,,,,,
