,name,github_id,npm_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,projectrank,show,projectrank_placing,labels,trending,updated_github_id
11,Ant Design Vue,vueComponent/ant-design-vue,ant-design-vue,ui-frameworks,https://github.com/vueComponent/ant-design-vue,https://github.com/vueComponent/ant-design-vue,,2017-09-20 06:04:01,2024-06-06 09:27:54,2024-06-06 02:16:02,5248,57.0,3680.0,302,1783.0,198.0,5402.0,19751.0,2024-06-06 02:30:46,4.2.2,,444793.0,100.0,An enterprise-class UI components based on Ant Design and Vue.,54777.0,54777.0,282.0,https://www.npmjs.com/package/ant-design-vue,444793.0,40,True,2,['vue3'],2.0,
12,Bootstrap v4 Integration,bootstrap-vue/bootstrap-vue,bootstrap-vue,ui-frameworks,https://github.com/bootstrap-vue/bootstrap-vue,https://github.com/bootstrap-vue/bootstrap-vue,MIT,2016-10-08 15:59:35,2024-04-29 13:27:09,2023-07-28 00:24:13,5376,,1850.0,291,3676.0,164.0,3228.0,14463.0,2022-04-17 12:49:53,2.22.0,,1399532.0,100.0,BootstrapVue provides one of the most comprehensive implementations of Bootstrap v4 for Vue.js. With extensive and..,176662.0,176662.0,356.0,https://www.npmjs.com/package/bootstrap-vue,1399532.0,40,True,2,"['vue2', 'javascript']",,
13,pinia,vuejs/pinia,pinia,state-management,https://github.com/vuejs/pinia,https://github.com/vuejs/pinia,MIT,2019-11-18 21:05:01,2024-06-06 16:51:00,2024-05-29 07:06:25,1930,55.0,970.0,68,840.0,26.0,658.0,12524.0,2023-10-13 09:39:45,pinia@2.1.7,,4938436.0,99.0,"Intuitive, type safe, light and flexible Store for Vue using the composition api with DevTools support.",240518.0,240518.0,232.0,https://www.npmjs.com/package/pinia,4938436.0,39,True,2,['vue3'],,
14,Tauri,tauri-apps/tauri,tauri,desktop-apps,https://github.com/tauri-apps/tauri,https://github.com/tauri-apps/tauri,Apache-2.0,2019-07-13 09:09:37,2024-06-06 16:51:55,2024-06-06 03:03:11,4632,202.0,2318.0,491,4490.0,794.0,3221.0,78702.0,2024-06-04 20:01:54,tauri-v1.6.8,109357.0,56495.0,100.0,"Build smaller, faster, and more secure desktop applications with a web frontend.",626.0,626.0,366.0,https://www.npmjs.com/package/tauri,1817.0,38,True,3,,-1.0,
15,Appolo Client,apollographql/apollo-client,,graphql-clients,https://github.com/apollographql/apollo-client,https://github.com/apollographql/apollo-client,MIT,2016-02-26 20:25:00,2024-06-05 16:07:21,2024-06-03 15:08:10,12424,123.0,2599.0,286,6330.0,483.0,4577.0,19257.0,2024-05-15 01:03:34,3.10.4,,,100.0,"A fully-featured, production ready caching GraphQL client for every UI framework and GraphQL server.",182935.0,182935.0,879.0,,,38,True,1,"['vue2', 'vue3']",,
16,Naive UI,tusen-ai/naive-ui,naive-ui,ui-frameworks,https://github.com/tusen-ai/naive-ui,https://github.com/tusen-ai/naive-ui,MIT,2021-06-04 13:47:28,2024-06-05 05:49:58,2024-06-05 05:49:58,8660,59.0,1592.0,90,2932.0,340.0,2498.0,15427.0,,,,160895.0,,A Vue 3 Component Library. Fairly Complete. Theme Customizable. Uses TypeScript. Fast.,29730.0,29730.0,302.0,https://www.npmjs.com/package/naive-ui,160895.0,38,True,3,"['vue3', 'typescript']",,
17,vee-validate,logaretm/vee-validate,,forms,https://github.com/logaretm/vee-validate,https://github.com/logaretm/vee-validate,MIT,2016-07-30 01:10:44,2024-06-06 15:51:29,2024-06-06 15:51:09,4762,34.0,1228.0,117,902.0,60.0,3296.0,10606.0,2024-06-06 15:55:43,4.13.1,,,100.0,Painless Vue forms.,80977.0,80977.0,377.0,,,35,True,1,,,
18,Vuestic UI,epicmaxco/vuestic-ui,vuestic-ui,ui-frameworks,https://github.com/epicmaxco/vuestic-ui,https://github.com/epicmaxco/vuestic-ui,MIT,2019-08-03 11:58:26,2024-06-06 09:54:32,2024-06-05 21:06:52,3537,108.0,320.0,34,1715.0,447.0,1994.0,3334.0,2024-06-03 17:40:08,1.9.11,,23268.0,56.0,Free and Open Source UI Library for Vue 3.,1484.0,1484.0,125.0,https://www.npmjs.com/package/vuestic-ui,23268.0,34,True,3,"['vue3', 'typescript']",,
19,Amplify UI,aws-amplify/amplify-ui,@aws-amplify/ui-vue,ui-frameworks,https://github.com/aws-amplify/amplify-ui,https://github.com/aws-amplify/amplify-ui,Apache-2.0,2021-03-25 19:11:52,2024-06-06 16:58:13,2024-06-06 16:15:34,2991,116.0,252.0,58,4026.0,151.0,940.0,779.0,2024-06-06 16:27:20,@aws-amplify/ui-react-liveness@3.0.23,,105571.0,100.0,"Amplify UI is a collection of accessible, themeable, performant React (and more!) components that can connect directly..",51179.0,51179.0,120.0,https://www.npmjs.com/package/@aws-amplify/ui-vue,105571.0,34,True,3,['vue3'],,
20,URQL,urql-graphql/urql,,graphql-clients,https://github.com/urql-graphql/urql,https://github.com/urql-graphql/urql,MIT,2018-01-24 01:44:42,2024-06-06 16:52:36,2024-06-06 16:52:03,2686,41.0,441.0,90,1486.0,20.0,919.0,8510.0,2024-05-31 08:40:15,@urql/vue@1.2.1,,,100.0,The highly customizable and versatile GraphQL client with which you add on features like normalized caching as you grow.,422760.0,422760.0,251.0,,,33,True,2,"['vue2', 'vue3']",-1.0,
21,Relay,facebook/relay,,graphql-clients,https://github.com/facebook/relay,https://github.com/facebook/relay,MIT,2015-08-10 22:09:16,2024-06-06 09:43:11,2024-06-06 09:35:20,9692,266.0,1755.0,333,2464.0,526.0,1685.0,18228.0,2024-01-23 16:49:06,16.2.0,,,82.0,Relay is a JavaScript framework for building data-driven React applications.,3.0,3.0,876.0,,,32,True,2,"['vue2', 'vue3']",,
22,graphql-request,prisma-labs/graphql-request,,graphql-clients,https://github.com/jasonkuhrt/graphql-request,https://github.com/jasonkuhrt/graphql-request,MIT,2017-05-10 20:05:07,2024-06-06 13:03:22,2024-06-06 13:03:21,623,204.0,297.0,32,527.0,13.0,320.0,5717.0,2024-05-11 04:34:40,7.0.1,,,32.0,Minimal GraphQL client.,236511.0,236511.0,89.0,,,32,True,2,"['vue2', 'vue3']",,jasonkuhrt/graphql-request
23,CoreUI,coreui/coreui,,css-frameworks,https://github.com/coreui/coreui,https://github.com/coreui/coreui,MIT,2018-03-27 11:09:56,2024-06-04 09:56:39,2024-05-27 13:33:33,22309,28.0,187.0,23,593.0,3.0,142.0,731.0,2024-05-27 13:34:46,5.0.2,5834.0,81.0,89.0,Open Source UI Kit built on top of Bootstrap 5 and plain JavaScript without any additional libraries like jQuery.,33966.0,33966.0,1526.0,,,32,True,3,['bootstrap5'],,
24,Headless UI,tailwindlabs/headlessui,,components,https://github.com/tailwindlabs/headlessui,https://github.com/tailwindlabs/headlessui,MIT,2020-09-16 09:53:09,2024-06-06 11:19:55,2024-06-03 14:18:14,798,97.0,1015.0,168,694.0,21.0,1167.0,24752.0,2024-05-29 14:19:36,@headlessui/tailwindcss@v0.2.1,,,100.0,"Completely unstyled, fully accessible UI components, designed to integrate beautifully with Tailwind CSS.",3684.0,3684.0,62.0,,,30,True,1,['tailwind'],,
25,vue-devtools,vuejs/devtools,,dev-tools,https://github.com/vuejs/devtools,https://github.com/vuejs/devtools,MIT,2014-09-29 03:52:07,2024-06-04 09:57:04,2024-06-04 09:56:49,2147,9.0,4102.0,516,442.0,460.0,1133.0,24441.0,2024-06-04 09:57:16,6.6.3,103192.0,1159.0,89.0,Browser devtools extension for debugging Vue.js applications.,3.0,3.0,142.0,,,30,True,1,[],,
26,vue-resource,pagekit/vue-resource,,http-clients,https://github.com/pagekit/vue-resource,https://github.com/pagekit/vue-resource,MIT,2014-02-07 23:07:56,2022-12-08 21:37:18,2021-06-14 12:02:28,483,,1592.0,259,142.0,83.0,453.0,10100.0,2021-06-14 12:05:55,1.5.3,,,53.0,The HTTP client for Vue.js.,131435.0,131435.0,26.0,,,30,True,3,['vue2'],,
27,mdb-ui-kit,mdbootstrap/mdb-ui-kit,,dnd,https://github.com/mdbootstrap/mdb-ui-kit,https://github.com/mdbootstrap/mdb-ui-kit,,2014-08-18 11:54:00,2024-06-03 07:40:22,2024-05-27 07:23:49,1475,2.0,3465.0,775,340.0,16.0,1173.0,24065.0,2024-05-27 07:58:22,7.3.0,,,36.0,Bootstrap 5 & Material Design UI KIT.,12234.0,12234.0,119.0,,,29,True,1,['vue3'],,
28,formkit,formkit/formkit,,forms,https://github.com/formkit/formkit,https://github.com/formkit/formkit,MIT,2021-06-02 21:35:19,2024-06-05 17:48:37,2024-05-28 18:13:04,2017,70.0,155.0,33,284.0,87.0,862.0,4112.0,2024-05-30 15:51:22,1.6.5,,,46.0,Vue Forms Supercharged.,96.0,96.0,59.0,,,27,True,2,,,
29,Oruga UI,oruga-ui/oruga,@oruga-ui/oruga,ui-frameworks,https://github.com/oruga-ui/oruga,https://github.com/oruga-ui/oruga,MIT,2020-06-02 07:52:58,2024-06-06 14:17:58,2024-06-06 14:03:04,1635,68.0,173.0,11,542.0,45.0,352.0,1104.0,2024-06-05 08:56:44,0.8.11,,5387.0,42.0,Oruga is a lightweight library of UI components without any CSS framework dependency.,3.0,3.0,86.0,https://www.npmjs.com/package/@oruga-ui/oruga,5387.0,27,True,3,"['vue3', 'typescript']",,
30,vuelidate,vuelidate/vuelidate,,forms,https://github.com/vuelidate/vuelidate,https://github.com/vuelidate/vuelidate,MIT,2016-11-05 14:30:37,2024-04-22 12:15:25,2023-12-22 13:21:42,670,,498.0,80,334.0,188.0,725.0,6833.0,2023-03-26 08:01:51,@vuelidate/core@2.0.1,,,49.0,"Simple, lightweight model-based validation for Vue.js.",47547.0,47547.0,93.0,,,26,True,3,,,
31,Semantic UI Integration,Semantic-UI-Vue/Semantic-UI-Vue,semantic-ui-vue,ui-frameworks,https://github.com/Semantic-UI-Vue/Semantic-UI-Vue,https://github.com/Semantic-UI-Vue/Semantic-UI-Vue,MIT,2017-08-25 10:11:54,2022-12-10 20:30:18,2020-06-03 23:01:02,562,,147.0,34,271.0,106.0,145.0,936.0,2020-06-03 22:45:05,0.11.0,,5321.0,29.0,Semantic UI integration for Vue.,1845.0,1845.0,71.0,https://www.npmjs.com/package/semantic-ui-vue,5321.0,24,True,3,"['vue3', 'javascript']",,
32,graphql-hooks,nearform/graphql-hooks,,graphql-clients,https://github.com/nearform/graphql-hooks,https://github.com/nearform/graphql-hooks,,2019-02-08 08:29:00,2024-06-05 15:09:16,2024-06-05 15:08:58,792,16.0,90.0,114,937.0,,242.0,1877.0,2024-04-11 15:47:39,typescript-example@4.0.1,,,100.0,Minimal hooks-first GraphQL client.,1136.0,1136.0,90.0,,,23,True,3,"['vue2', 'vue3']",1.0,
33,flowbite-vue,themesberg/flowbite-vue,,components,https://github.com/themesberg/flowbite-vue,https://github.com/themesberg/flowbite-vue,MIT,2022-06-02 08:04:40,2024-05-28 23:26:01,2024-05-28 23:24:48,468,24.0,105.0,12,137.0,38.0,96.0,678.0,2024-05-28 23:40:13,0.1.5,,,2.0,Official Vue 3 components built for Flowbite and Tailwind CSS.,1839.0,1839.0,40.0,,,23,True,2,['tailwind'],,
34,CoreUI Components,coreui/coreui-vue,,components,https://github.com/coreui/coreui-vue,https://github.com/coreui/coreui-vue,MIT,2018-02-26 18:15:21,2024-05-31 11:43:34,2024-05-30 16:39:06,611,39.0,132.0,17,50.0,1.0,218.0,595.0,2024-05-30 16:07:02,5.1.0,,,99.0,Bootstrap 5 based Vue 3 components and directives. CoreUI for Vue.js replaces and extends the Bootstrap 5 javascript...,3568.0,3568.0,8.0,,,23,True,2,['coreui'],,
35,Appolo Client integration,vuejs/apollo,,graphql-integrations,https://github.com/vuejs/apollo,https://github.com/vuejs/apollo,MIT,2016-09-18 18:44:06,2024-05-09 01:10:07,2024-03-29 09:03:06,1020,3.0,497.0,110,460.0,257.0,669.0,5991.0,2024-03-08 10:56:30,4.0.2,,,91.0,Apollo/GraphQL integration for VueJS.,3.0,3.0,137.0,,,22,True,1,"['vue2', 'vue3', 'appolo']",,
36,vuex-orm,vuex-orm/vuex-orm,,state-management,https://github.com/vuex-orm/vuex-orm,https://github.com/vuex-orm/vuex-orm,MIT,2017-06-16 18:05:37,2022-12-10 17:16:42,2021-07-03 12:24:14,1334,,164.0,38,257.0,128.0,415.0,2360.0,2021-05-07 13:12:13,0.36.4,,,100.0,The Vuex plugin to enable Object-Relational Mapping access to the Vuex Store.,34.0,34.0,62.0,,,22,True,2,['vue3'],,
37,coreui-free-vue-admin-template,coreui/coreui-free-vue-admin-template,,admin-dashboards,https://github.com/coreui/coreui-free-vue-admin-template,https://github.com/coreui/coreui-free-vue-admin-template,MIT,2017-08-15 09:29:16,2024-06-06 13:41:40,2024-05-01 13:52:05,501,7.0,945.0,122,85.0,1.0,201.0,3244.0,2024-03-28 16:08:51,5.0.0,,,62.0,Open source admin template based on Bootstrap 5 and Vue 3.,,,11.0,,,20,True,1,"['vue3', 'bootstrap5', 'coreui']",,
38,villus,logaretm/villus,,graphql-clients,https://github.com/logaretm/villus,https://github.com/logaretm/villus,MIT,2019-12-22 20:52:31,2024-05-18 20:36:25,2024-05-18 20:36:17,647,11.0,31.0,9,72.0,13.0,126.0,792.0,2024-05-18 20:14:16,3.5.0,,,68.0,A tiny and fast GraphQL client for Vue.js.,15.0,15.0,22.0,,,20,True,3,"['vue2', 'vue3']",,
39,vue-formulate,wearebraid/vue-formulate,,forms,https://github.com/wearebraid/vue-formulate,https://github.com/wearebraid/vue-formulate,MIT,2019-10-07 14:13:30,2023-05-06 23:19:06,2022-04-13 12:37:08,558,,243.0,30,126.0,113.0,339.0,2236.0,,,,,,The easiest way to build forms with Vue.,45.0,45.0,18.0,,,19,True,3,,,
40,Genql,remorses/genql,,graphql-clients,https://github.com/remorses/genql,https://github.com/remorses/genql,MIT,2020-05-14 20:39:29,2024-06-04 07:52:51,2024-03-30 15:57:39,1271,10.0,33.0,8,41.0,21.0,116.0,855.0,2024-03-30 15:58:33,@genql/cli@6.3.3,,,1.0,Type safe TypeScript client for any GraphQL API.,13.0,13.0,12.0,,,18,True,3,"['vue2', 'vue3']",,
41,vuex-orm-next,vuex-orm/vuex-orm-next,,state-management,https://github.com/vuex-orm/vuex-orm-next,https://github.com/vuex-orm/vuex-orm-next,MIT,2020-04-10 03:54:39,2023-03-04 11:20:52,2021-12-03 07:26:44,214,,11.0,11,102.0,11.0,22.0,192.0,2021-11-19 00:31:46,1.0.0-draft.16,,,17.0,The next iteration of Vuex ORM.,1013.0,1013.0,9.0,,,18,True,2,['vue3'],,
42,vue-save-state,spatie/vue-save-state,vue-save-state,state-management,https://github.com/spatie/vue-save-state,https://github.com/spatie/vue-save-state,MIT,2016-10-28 13:06:41,2022-03-21 12:45:21,2022-03-21 12:45:21,58,,23.0,12,11.0,,14.0,242.0,2017-01-19 19:12:25,1.1.0,,2258.0,1.0,A Vue mixin to save the state of a component to local storage.,152.0,152.0,9.0,https://www.npmjs.com/package/vue-save-state,2258.0,17,True,3,[],,
43,vue.draggable.next,SortableJS/vue.draggable.next,,dnd,https://github.com/SortableJS/vue.draggable.next,https://github.com/SortableJS/vue.draggable.next,MIT,2020-11-18 01:28:43,2023-09-27 01:14:21,2021-08-25 03:06:16,641,,486.0,19,28.0,165.0,69.0,3577.0,2020-11-30 17:06:31,4.0.1,,,1.0,Vue 3 compatible drag-and-drop component based on Sortable.js.,,,45.0,,,16,True,2,['vue3'],,
44,admin-one-vue-tailwind,justboil/admin-one-vue-tailwind,,admin-dashboards,https://github.com/justboil/admin-one-vue-tailwind,https://github.com/justboil/admin-one-vue-tailwind,MIT,2021-06-14 13:48:31,2024-05-22 06:30:38,2024-05-22 06:30:38,442,2.0,370.0,31,18.0,22.0,17.0,2021.0,2023-04-06 16:31:39,3.2.0,,,13.0,Free Vue.js 3.x Tailwind 3.x admin dashboard template with dark mode. Vite builds. Pinia state. Laravel integration..,,,4.0,,,16,True,3,"['vue3', 'tailwind', 'vite', 'pinia']",,
45,vue-dragging,hilongjw/vue-dragging,,dnd,https://github.com/hilongjw/vue-dragging,https://github.com/hilongjw/vue-dragging,MIT,2016-11-16 06:39:22,2018-12-12 14:05:44,2018-12-12 14:05:35,57,,142.0,23,7.0,24.0,4.0,765.0,,,,,,A sortable list directive with Vue.,1286.0,1286.0,10.0,,,16,False,2,['vue2'],,
46,harlem,andrewcourtice/harlem,harlem,state-management,https://github.com/andrewcourtice/harlem,https://github.com/andrewcourtice/harlem,MIT,2020-10-01 23:52:49,2024-06-03 00:06:34,2023-04-26 22:35:18,525,,16.0,6,59.0,3.0,13.0,513.0,2023-03-20 23:34:42,3.1.8,,113.0,63.0,Powerfully simple global state management for Vue 3.,12.0,12.0,10.0,https://www.npmjs.com/package/harlem,113.0,16,True,3,['vue3'],1.0,
47,AgnosticUI,AgnosticUI/agnosticui,agnosticui,ui-frameworks,https://github.com/AgnosticUI/agnosticui,https://github.com/AgnosticUI/agnosticui,Apache-2.0,2020-09-07 21:03:08,2023-12-29 12:37:44,2023-01-23 23:36:07,1914,,46.0,5,60.0,38.0,149.0,708.0,,,,,16.0,AgnosticUI is a set of UI primitives that start their lives in clean HTML and CSS. These standards compliant..,,,12.0,https://www.npmjs.com/package/agnosticui,,15,True,3,['vue3'],,
48,vorms,Mini-ghost/vorms,,forms,https://github.com/Mini-ghost/vorms,https://github.com/Mini-ghost/vorms,MIT,2022-04-27 16:26:30,2024-03-04 01:54:03,2024-03-04 01:53:07,201,,18.0,6,33.0,9.0,10.0,511.0,2023-02-25 09:28:18,1.1.0,,,10.0,Vue Form Validation with Composition API.,52.0,52.0,6.0,,,15,True,3,,-1.0,
49,Vuex ORM integration,vuex-orm/plugin-graphql,,graphql-integrations,https://github.com/vuex-orm/plugin-graphql,https://github.com/vuex-orm/plugin-graphql,MIT,2018-01-30 15:59:22,2022-12-14 15:16:51,2020-11-18 15:11:03,355,,50.0,10,93.0,44.0,71.0,228.0,2018-06-07 12:43:48,0.0.41,,,65.0,Vuex ORM persistence plugin to sync the store against a GraphQL API.,3.0,3.0,18.0,,,15,True,3,"['vue2', 'vue3', 'vuex-orm']",,
50,vue-route,ayamflow/vue-route,vue-route,routing,https://github.com/ayamflow/vue-route,https://github.com/ayamflow/vue-route,,2014-11-05 08:42:52,2016-11-04 21:00:45,2016-11-04 21:00:45,66,,8.0,9,9.0,2.0,17.0,75.0,2015-06-26 16:49:13,.1.5.0,,3046.0,9.0,"Routing directive for Vue.js, inspired by ng-view.",1279.0,1279.0,4.0,https://www.npmjs.com/package/vue-route,3046.0,15,False,3,['vue2'],,
51,vue-js-grid,euvl/vue-js-grid,,dnd,https://github.com/euvl/vue-js-grid,https://github.com/euvl/vue-js-grid,MIT,2017-09-21 14:51:06,2022-08-18 01:13:29,2020-05-17 06:21:53,48,,107.0,24,15.0,16.0,15.0,953.0,,,,,,"Vue.js 2.x responsive grid system with smooth sorting, drag-n-drop and reordering.",160.0,160.0,8.0,,,14,True,3,['vue2'],,
52,Storybook for Nuxt framework,storybook-vue/nuxt,,dev-tools,https://github.com/storybook-vue/storybook-nuxt,https://github.com/storybook-vue/storybook-nuxt,,2023-07-23 03:19:03,2024-05-19 21:09:22,2024-04-19 06:42:07,385,38.0,18.0,11,46.0,33.0,24.0,134.0,2024-03-29 13:20:44,0.2.6,,,10.0,Storybook integration for Nuxt Framework - Unleashing the power of Storybook in Nuxt/Vue Land!.,5.0,5.0,7.0,,,14,True,3,[],1.0,storybook-vue/storybook-nuxt
53,vue-argon-dashboard,creativetimofficial/vue-argon-dashboard,,admin-dashboards,https://github.com/creativetimofficial/vue-argon-dashboard,https://github.com/creativetimofficial/vue-argon-dashboard,MIT,2019-04-08 12:17:09,2024-02-27 10:56:13,2024-02-27 10:55:41,18,,684.0,13,42.0,5.0,45.0,375.0,2024-02-27 10:56:13,4.0.0,,,5.0,Vue Argon Dashboard.,,,2.0,,,13,True,3,"['vue3', 'bootstrap5']",,
54,Vue Chimera,chimera-js/vue-chimera,,http-integrations,https://github.com/chimera-js/vue-chimera,https://github.com/chimera-js/vue-chimera,MIT,2018-08-02 13:06:12,2022-12-10 17:10:26,2020-03-20 19:50:38,176,,18.0,7,40.0,2.0,12.0,171.0,2020-03-20 15:47:54,3.0.2,,,7.0,VueJS reactive RESTful API.,26.0,26.0,2.0,,,13,True,1,"['vue2', 'vue3', 'axios']",,
55,vue-stator,galvez/vue-stator,vue-stator,state-management,https://github.com/galvez/vue-stator,https://github.com/galvez/vue-stator,,2019-10-06 17:56:39,2023-01-04 22:35:09,2021-01-26 01:25:08,123,,3.0,6,38.0,4.0,6.0,167.0,2019-11-22 17:42:00,1.2.0,,46.0,3.0,Vuex alternative based on Vue.observable().,6.0,6.0,4.0,https://www.npmjs.com/package/vue-stator,46.0,11,True,3,[],,
56,tailwindui-vue,tailwindlabs/tailwindui-vue,,components,https://github.com/tailwindlabs/tailwindui-vue,https://github.com/tailwindlabs/tailwindui-vue,,2020-05-29 17:04:32,2020-10-02 21:51:16,2020-10-02 21:50:05,9,,29.0,60,9.0,,7.0,648.0,,,,,,"Deprecated, please use the Headless UI repo instead.",20.0,20.0,4.0,,,10,True,3,['tailwind'],,
57,vue3-draggable,shkilo/vue3-draggable,,dnd,https://github.com/shkilo/vue3-draggable,https://github.com/shkilo/vue3-draggable,MIT,2020-12-27 13:50:23,2023-01-11 17:43:22,2021-06-07 12:33:47,72,,18.0,1,6.0,8.0,1.0,35.0,,,,,,simple drag&drop component for vue 3.x.,309.0,309.0,,,,10,True,3,['vue3'],,
58,vue-redux,yang-wei/vue-redux,vue-redux,state-management,https://github.com/yang-wei/vue-redux,https://github.com/yang-wei/vue-redux,,2015-07-11 07:22:47,2017-07-15 04:36:28,2016-02-07 03:02:14,61,,12.0,3,17.0,,8.0,142.0,2015-07-26 09:31:05,0.0.1,,12.0,1.0,What happen when Vue.js + Redux.,14.0,14.0,6.0,https://www.npmjs.com/package/vue-redux,12.0,9,False,3,[],,
