,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id
0,tailwindcss,tailwindlabs/tailwindcss,['css'],css-frameworks,https://github.com/tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,MIT,2017-10-06 14:59:14,2023-06-29 17:36:41,2023-06-29 17:36:34,5204.0,83.0,3458.0,591.0,2252.0,13.0,2881.0,69774.0,2023-04-25 22:21:44,3.3.2,1264421.0,39513.0,100.0,A utility-first CSS framework for rapid UI development.,5343575.0,5343575.0,268.0,44,True,1,,,,,
1,vuex,vuejs/vuex,['vue3'],state-management,https://github.com/vuejs/vuex,https://github.com/vuejs/vuex,MIT,2015-07-16 04:21:26,2023-05-28 16:22:06,2023-03-09 01:26:52,1209.0,,9444.0,771.0,962.0,89.0,1164.0,28082.0,2021-06-17 15:52:07,4.0.2,,7583646.0,51.0,Centralized State Management for Vue.js.,1195161.0,1195161.0,334.0,43,True,1,vuex,https://www.npmjs.com/package/vuex,7583646.0,,
2,Element Plus,element-plus/element-plus,"['vue3', 'typescript']",ui-frameworks,https://github.com/element-plus/element-plus,https://github.com/element-plus/element-plus,MIT,2020-07-21 06:51:19,2023-06-29 15:15:38,2023-06-28 12:30:31,4705.0,133.0,9814.0,191.0,5981.0,1091.0,4340.0,20392.0,2023-06-21 05:58:41,2.3.7,,867480.0,100.0,A Vue.js 3 UI Library made by Element team.,55761.0,55761.0,499.0,43,True,1,element-plus,https://www.npmjs.com/package/element-plus,867480.0,,
3,Axios,axios/axios,"['vue2', 'vue3']",http-clients,https://github.com/axios/axios,https://github.com/axios/axios,MIT,2014-08-18 22:30:27,2023-06-26 01:20:23,2023-04-27 23:04:53,1450.0,15.0,10063.0,1200.0,1376.0,397.0,3826.0,100734.0,2023-04-27 23:05:49,1.4.0,,,60.0,Promise based HTTP client for the browser and node.js.,9739668.0,9739668.0,439.0,42,True,1,,,,,
4,Quasar Framework,quasarframework/quasar,"['vue3', 'javascript']",ui-frameworks,https://github.com/quasarframework/quasar,https://github.com/quasarframework/quasar,MIT,2015-10-05 15:45:36,2023-06-29 16:04:16,2023-06-29 11:55:41,13177.0,316.0,3147.0,470.0,4440.0,392.0,6881.0,23754.0,2023-06-28 16:58:08,quasar-v2.12.1,,487459.0,100.0,Quasar Framework - Build high-performance VueJS user interfaces in record time.,5330.0,5330.0,664.0,42,True,1,quasar,https://www.npmjs.com/package/quasar,487459.0,-1.0,
5,vue-router,vuejs/vue-router,['vue2'],routing,https://github.com/vuejs/vue-router,https://github.com/vuejs/vue-router,MIT,2013-12-11 19:37:46,2023-05-28 16:20:35,2023-05-10 07:37:47,1451.0,2.0,5045.0,515.0,957.0,64.0,2762.0,18999.0,2022-09-06 10:10:34,3.6.5,,11228529.0,90.0,The official router for Vue 2.,1923580.0,1923580.0,289.0,42,True,1,vue-router,https://www.npmjs.com/package/vue-router,11228529.0,10.0,
6,Tauri,tauri-apps/tauri,,desktop-apps,https://github.com/tauri-apps/tauri,https://github.com/tauri-apps/tauri,Apache-2.0,2019-07-13 09:09:37,2023-06-29 14:05:41,2023-06-26 14:43:43,3847.0,297.0,1794.0,471.0,3576.0,446.0,2296.0,65930.0,2023-06-17 19:17:25,tauri-cli-v2.0.0-alpha.10,180018.0,47060.0,100.0,"Build smaller, faster, and more secure desktop applications with a web frontend.",15831.0,15831.0,283.0,40,True,1,tauri,https://www.npmjs.com/package/tauri,2056.0,,
7,xstate,statelyai/xstate,[],state-management,https://github.com/statelyai/xstate,https://github.com/statelyai/xstate,MIT,2015-09-14 15:04:15,2023-06-29 12:45:12,2023-06-25 22:31:36,5257.0,24.0,1096.0,188.0,1744.0,105.0,1076.0,24115.0,2023-06-25 16:00:37,xstate@4.38.0,,5688117.0,100.0,State machines and statecharts for the modern web.,218421.0,218421.0,331.0,40,True,1,xstate,https://www.npmjs.com/package/xstate,5688117.0,,
8,Bootstrap v4 Integration,bootstrap-vue/bootstrap-vue,"['vue2', 'javascript']",ui-frameworks,https://github.com/bootstrap-vue/bootstrap-vue,https://github.com/bootstrap-vue/bootstrap-vue,MIT,2016-10-08 15:59:35,2023-06-09 14:46:58,2023-01-08 16:38:27,5371.0,,1841.0,297.0,3667.0,155.0,3204.0,14332.0,2022-04-17 12:49:53,2.22.0,,1621699.0,100.0,BootstrapVue provides one of the most comprehensive implementations of Bootstrap v4 for Vue.js. With extensive and..,162757.0,162757.0,355.0,40,True,2,bootstrap-vue,https://www.npmjs.com/package/bootstrap-vue,1621699.0,,
9,Bulma,jgthms/bulma,['css'],css-frameworks,https://github.com/jgthms/bulma,https://github.com/jgthms/bulma,MIT,2016-01-23 23:48:34,2023-06-21 09:21:42,2023-06-03 11:35:37,1734.0,10.0,3869.0,600.0,1125.0,194.0,2276.0,47294.0,2022-05-08 13:50:59,0.9.4,709986.0,10440.0,17.0,Modern CSS framework based on Flexbox.,229722.0,229722.0,400.0,39,True,3,,,,,
