,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id
0,tailwindcss,tailwindlabs/tailwindcss,['css'],css-frameworks,https://github.com/tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,MIT,2017-10-06 14:59:14,2024-10-17 18:00:34,2024-10-17 17:48:58,5615.0,234.0,4132.0,616.0,2952.0,47.0,3378.0,82548.0,2024-10-15 10:37:43,3.4.14,4224549.0,96012.0,100.0,A utility-first CSS framework for rapid UI development.,11420058.0,11420058.0,292.0,47,True,1,,,,,
1,Element Plus,element-plus/element-plus,"['vue3', 'typescript']",ui-frameworks,https://github.com/element-plus/element-plus,https://github.com/element-plus/element-plus,MIT,2020-07-21 06:51:19,2024-10-17 10:50:25,2024-10-17 10:47:51,5846.0,270.0,16235.0,201.0,7437.0,1437.0,5484.0,24361.0,2024-10-11 11:33:22,2.8.5,,1210369.0,100.0,A Vue.js 3 UI Library made by Element team.,99440.0,99440.0,679.0,45,True,1,element-plus,https://www.npmjs.com/package/element-plus,1210369.0,,
2,PrimeVue,primefaces/primevue,"['vue3', 'typescript']",ui-frameworks,https://github.com/primefaces/primevue,https://github.com/primefaces/primevue,MIT,2018-12-04 07:04:14,2024-10-17 10:21:09,2024-10-16 16:05:12,11708.0,923.0,1201.0,84.0,1425.0,581.0,4544.0,10224.0,2024-10-16 09:54:10,4.1.1,,1198675.0,100.0,Next Generation Vue UI Component Library.,28220.0,28220.0,311.0,44,True,1,primevue,https://www.npmjs.com/package/primevue,1198675.0,,
3,Axios,axios/axios,"['vue2', 'vue3']",http-clients,https://github.com/axios/axios,https://github.com/axios/axios,MIT,2014-08-18 22:30:27,2024-10-16 17:31:21,2024-10-16 17:31:21,1583.0,43.0,10747.0,1187.0,1702.0,524.0,4168.0,105485.0,2024-08-31 22:02:04,1.7.7,,,84.0,Promise based HTTP client for the browser and node.js.,14536767.0,14536767.0,472.0,43,True,1,,,,1.0,
4,xstate,statelyai/xstate,[],state-management,https://github.com/statelyai/xstate,https://github.com/statelyai/xstate,MIT,2015-09-14 15:04:15,2024-10-17 11:49:55,2024-10-17 11:48:27,6722.0,64.0,1235.0,193.0,2315.0,87.0,1258.0,27045.0,2024-10-17 11:49:55,@xstate/solid@0.2.3,,7019553.0,100.0,Actor-based state management & orchestration for complex app logic.,278088.0,278088.0,364.0,43,True,1,xstate,https://www.npmjs.com/package/xstate,7019553.0,,
5,vuex,vuejs/vuex,['vue3'],state-management,https://github.com/vuejs/vuex,https://github.com/vuejs/vuex,MIT,2015-07-16 04:21:26,2024-09-25 13:26:41,2024-09-25 13:26:40,1211.0,1.0,9496.0,759.0,981.0,98.0,1166.0,28415.0,2021-06-17 15:52:07,4.0.2,,6418919.0,51.0,Centralized State Management for Vue.js.,1320486.0,1320486.0,336.0,42,True,1,vuex,https://www.npmjs.com/package/vuex,6418919.0,,
6,Quasar Framework,quasarframework/quasar,"['vue3', 'javascript']",ui-frameworks,https://github.com/quasarframework/quasar,https://github.com/quasarframework/quasar,MIT,2015-10-05 15:45:36,2024-10-17 15:54:02,2024-10-17 15:53:20,14432.0,163.0,3487.0,460.0,4663.0,496.0,7308.0,25874.0,2024-10-17 11:52:59,@quasar/app-webpack-v3.14.1,,601527.0,100.0,Quasar Framework - Build high-performance VueJS user interfaces in record time.,52824.0,52824.0,741.0,42,True,2,quasar,https://www.npmjs.com/package/quasar,601527.0,,
7,router,vuejs/router,['vue3'],routing,https://github.com/vuejs/router,https://github.com/vuejs/router,MIT,2019-02-07 18:09:43,2024-10-17 03:25:42,2024-10-17 03:25:42,2441.0,29.0,1172.0,57.0,1201.0,30.0,888.0,3902.0,2024-09-13 06:46:46,4.4.5,,3248407.0,71.0,The official router for Vue.js.,2389258.0,2389258.0,241.0,41,True,1,router,https://www.npmjs.com/package/router,3248407.0,,
8,Bulma,jgthms/bulma,['css'],css-frameworks,https://github.com/jgthms/bulma,https://github.com/jgthms/bulma,MIT,2016-01-23 23:48:34,2024-09-20 14:33:30,2024-09-20 14:33:30,1881.0,18.0,3907.0,592.0,1194.0,289.0,2367.0,49263.0,2024-07-25 15:02:20,1.0.2,831508.0,9898.0,20.0,Modern CSS framework based on Flexbox.,254708.0,254708.0,419.0,40,True,3,,,,,
9,Bootstrap v4 Integration,bootstrap-vue/bootstrap-vue,"['vue2', 'javascript']",ui-frameworks,https://github.com/bootstrap-vue/bootstrap-vue,https://github.com/bootstrap-vue/bootstrap-vue,MIT,2016-10-08 15:59:35,2024-10-14 20:44:22,2024-10-14 20:44:22,5380.0,4.0,1853.0,288.0,3680.0,168.0,3230.0,14512.0,2022-04-17 12:49:53,2.22.0,,1073729.0,100.0,BootstrapVue provides one of the most comprehensive implementations of Bootstrap v4 for Vue.js. With extensive and..,179858.0,179858.0,358.0,40,True,2,bootstrap-vue,https://www.npmjs.com/package/bootstrap-vue,1073729.0,1.0,
