,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id
0,tailwindcss,tailwindlabs/tailwindcss,['css'],css-frameworks,https://github.com/tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,MIT,2017-10-06 14:59:14,2024-05-08 22:25:31,2024-05-08 17:26:59,5348.0,123.0,3925.0,610.0,2620.0,25.0,3222.0,78750.0,2024-03-27 19:46:36,3.4.3,3064403.0,72961.0,100.0,A utility-first CSS framework for rapid UI development.,9238585.0,9238585.0,284.0,46,True,1,,,,,
1,Element Plus,element-plus/element-plus,"['vue3', 'typescript']",ui-frameworks,https://github.com/element-plus/element-plus,https://github.com/element-plus/element-plus,MIT,2020-07-21 06:51:19,2024-05-09 14:35:05,2024-05-08 11:21:52,5263.0,166.0,14040.0,202.0,6912.0,1325.0,5104.0,23269.0,2024-04-26 08:08:54,2.7.2,,992514.0,100.0,A Vue.js 3 UI Library made by Element team.,84961.0,84961.0,609.0,44,True,1,element-plus,https://www.npmjs.com/package/element-plus,992514.0,,
2,vuex,vuejs/vuex,['vue3'],state-management,https://github.com/vuejs/vuex,https://github.com/vuejs/vuex,MIT,2015-07-16 04:21:26,2024-05-01 19:02:02,2023-08-08 11:38:57,1210.0,,9486.0,764.0,974.0,95.0,1165.0,28368.0,2021-06-17 15:52:07,4.0.2,,6587618.0,51.0,Centralized State Management for Vue.js.,1287391.0,1287391.0,335.0,43,True,1,vuex,https://www.npmjs.com/package/vuex,6587618.0,,
3,xstate,statelyai/xstate,[],state-management,https://github.com/statelyai/xstate,https://github.com/statelyai/xstate,MIT,2015-09-14 15:04:15,2024-05-08 14:42:05,2024-05-08 12:36:01,6619.0,60.0,1206.0,188.0,2208.0,70.0,1232.0,26210.0,2024-05-04 23:28:36,xstate@5.13.0,,6900131.0,100.0,Actor-based state management & orchestration for complex app logic.,257605.0,257605.0,356.0,43,True,1,xstate,https://www.npmjs.com/package/xstate,6900131.0,,
4,Quasar Framework,quasarframework/quasar,"['vue3', 'javascript']",ui-frameworks,https://github.com/quasarframework/quasar,https://github.com/quasarframework/quasar,MIT,2015-10-05 15:45:36,2024-05-08 12:48:04,2024-05-08 12:46:41,14221.0,582.0,3404.0,473.0,4607.0,469.0,7191.0,25270.0,2024-05-08 12:48:04,quasar-v2.16.2,,541781.0,100.0,Quasar Framework - Build high-performance VueJS user interfaces in record time.,47500.0,47500.0,719.0,43,True,1,quasar,https://www.npmjs.com/package/quasar,541781.0,,
5,vue-router,vuejs/vue-router,['vue2'],routing,https://github.com/vuejs/vue-router,https://github.com/vuejs/vue-router,MIT,2013-12-11 19:37:46,2024-05-02 01:21:48,2024-04-09 08:16:13,1459.0,4.0,5018.0,511.0,973.0,64.0,2779.0,19018.0,2022-09-06 10:10:34,3.6.5,,11766592.0,90.0,The official router for Vue 2.,2247610.0,2247610.0,290.0,43,True,1,vue-router,https://www.npmjs.com/package/vue-router,11766592.0,,
6,Axios,axios/axios,"['vue2', 'vue3']",http-clients,https://github.com/axios/axios,https://github.com/axios/axios,MIT,2014-08-18 22:30:27,2024-05-09 08:44:52,2024-05-07 18:37:01,1527.0,15.0,10555.0,1203.0,1601.0,554.0,3997.0,104118.0,2024-03-28 17:36:08,0.28.1,,,75.0,Promise based HTTP client for the browser and node.js.,12860109.0,12860109.0,458.0,42,True,1,,,,,
7,PrimeVue,primefaces/primevue,"['vue3', 'typescript']",ui-frameworks,https://github.com/primefaces/primevue,https://github.com/primefaces/primevue,MIT,2018-12-04 07:04:14,2024-05-09 15:48:02,2024-05-09 12:20:06,9177.0,326.0,1009.0,75.0,1206.0,391.0,4074.0,7806.0,2024-05-03 08:53:09,4.0.0-beta-2,,841697.0,100.0,Next Generation Vue UI Component Library.,21774.0,21774.0,254.0,41,True,2,primevue,https://www.npmjs.com/package/primevue,841697.0,,
8,router,vuejs/router,['vue3'],routing,https://github.com/vuejs/router,https://github.com/vuejs/router,MIT,2019-02-07 18:09:43,2024-05-08 09:44:13,2024-05-08 09:44:12,2351.0,38.0,1108.0,57.0,1168.0,27.0,828.0,3648.0,2024-04-18 10:00:52,4.3.2,,2614997.0,60.0,The official router for Vue.js.,2247610.0,2247610.0,228.0,41,True,3,router,https://www.npmjs.com/package/router,2614997.0,,
9,Bulma,jgthms/bulma,['css'],css-frameworks,https://github.com/jgthms/bulma,https://github.com/jgthms/bulma,MIT,2016-01-23 23:48:34,2024-05-02 11:56:13,2024-04-30 13:12:40,1808.0,42.0,3876.0,592.0,1163.0,260.0,2331.0,48635.0,2024-03-21 17:55:47,1.0.0,788914.0,9986.0,18.0,Modern CSS framework based on Flexbox.,248148.0,248148.0,413.0,40,True,3,,,,-1.0,
10,Bootstrap v4 Integration,bootstrap-vue/bootstrap-vue,"['vue2', 'javascript']",ui-frameworks,https://github.com/bootstrap-vue/bootstrap-vue,https://github.com/bootstrap-vue/bootstrap-vue,MIT,2016-10-08 15:59:35,2024-04-29 13:27:09,2023-07-28 00:24:13,5376.0,,1848.0,293.0,3676.0,163.0,3223.0,14464.0,2022-04-17 12:49:53,2.22.0,,1383696.0,100.0,BootstrapVue provides one of the most comprehensive implementations of Bootstrap v4 for Vue.js. With extensive and..,175797.0,175797.0,356.0,40,True,2,bootstrap-vue,https://www.npmjs.com/package/bootstrap-vue,1383696.0,,
11,pinia,vuejs/pinia,['vue3'],state-management,https://github.com/vuejs/pinia,https://github.com/vuejs/pinia,MIT,2019-11-18 21:05:01,2024-05-08 09:44:56,2024-05-08 09:44:56,1917.0,54.0,959.0,67.0,835.0,27.0,648.0,12401.0,2023-10-13 09:39:45,pinia@2.1.7,,4837860.0,99.0,"Intuitive, type safe, light and flexible Store for Vue using the composition api with DevTools support.",230387.0,230387.0,232.0,39,True,2,pinia,https://www.npmjs.com/package/pinia,4837860.0,,
12,Tauri,tauri-apps/tauri,,desktop-apps,https://github.com/tauri-apps/tauri,https://github.com/tauri-apps/tauri,Apache-2.0,2019-07-13 09:09:37,2024-05-09 18:04:04,2024-05-09 17:02:22,4557.0,240.0,2274.0,492.0,4389.0,771.0,3107.0,77773.0,2024-05-06 22:32:27,tauri-cli-v2.0.0-beta.16,75337.0,39270.0,100.0,"Build smaller, faster, and more secure desktop applications with a web frontend.",614.0,614.0,360.0,38,True,1,tauri,https://www.npmjs.com/package/tauri,1602.0,,
13,Ant Design Vue,vueComponent/ant-design-vue,['vue3'],ui-frameworks,https://github.com/vueComponent/ant-design-vue,https://github.com/vueComponent/ant-design-vue,,2017-09-20 06:04:01,2024-05-09 17:05:01,2024-05-09 13:21:20,5230.0,41.0,3666.0,302.0,1756.0,202.0,5350.0,19658.0,2024-04-25 01:44:59,4.2.1,,442095.0,100.0,An enterprise-class UI components based on Ant Design and Vue.,53975.0,53975.0,279.0,38,True,2,ant-design-vue,https://www.npmjs.com/package/ant-design-vue,442095.0,,
14,Appolo Client,apollographql/apollo-client,"['vue2', 'vue3']",graphql-clients,https://github.com/apollographql/apollo-client,https://github.com/apollographql/apollo-client,MIT,2016-02-26 20:25:00,2024-05-09 17:27:18,2024-05-08 12:18:58,12409.0,131.0,2597.0,287.0,6309.0,482.0,4558.0,19221.0,2024-05-07 15:00:11,3.10.3,,,100.0,"A fully-featured, production ready caching GraphQL client for every UI framework and GraphQL server.",182201.0,182201.0,877.0,38,True,1,,,,,
15,Naive UI,tusen-ai/naive-ui,"['vue3', 'typescript']",ui-frameworks,https://github.com/tusen-ai/naive-ui,https://github.com/tusen-ai/naive-ui,MIT,2021-06-04 13:47:28,2024-05-08 10:11:01,2024-05-08 08:00:52,8658.0,94.0,1587.0,89.0,2907.0,302.0,2471.0,15254.0,,,,125091.0,,A Vue 3 Component Library. Fairly Complete. Theme Customizable. Uses TypeScript. Fast.,29252.0,29252.0,302.0,38,True,2,naive-ui,https://www.npmjs.com/package/naive-ui,125091.0,,
16,vee-validate,logaretm/vee-validate,,forms,https://github.com/logaretm/vee-validate,https://github.com/logaretm/vee-validate,MIT,2016-07-30 01:10:44,2024-05-09 09:49:27,2024-05-09 09:49:05,4743.0,21.0,1221.0,117.0,897.0,88.0,3251.0,10562.0,2024-05-06 01:41:29,4.12.7,,,100.0,Painless Vue forms.,79864.0,79864.0,372.0,35,True,1,,,,,
17,URQL,urql-graphql/urql,"['vue2', 'vue3']",graphql-clients,https://github.com/urql-graphql/urql,https://github.com/urql-graphql/urql,MIT,2018-01-24 01:44:42,2024-05-07 10:55:17,2024-05-07 10:54:43,2676.0,48.0,438.0,89.0,1474.0,19.0,917.0,8491.0,2024-05-01 06:45:52,@urql/core@5.0.3,,,100.0,The highly customizable and versatile GraphQL client with which you add on features like normalized caching as you grow.,403542.0,403542.0,248.0,34,True,2,,,,,
18,Vuestic UI,epicmaxco/vuestic-ui,"['vue3', 'typescript']",ui-frameworks,https://github.com/epicmaxco/vuestic-ui,https://github.com/epicmaxco/vuestic-ui,MIT,2019-08-03 11:58:26,2024-05-08 21:24:25,2024-05-07 04:04:09,3502.0,118.0,316.0,33.0,1691.0,439.0,1983.0,3307.0,2024-05-06 18:46:00,1.9.10,,27010.0,55.0,Free and Open Source UI Library for Vue 3.,1437.0,1437.0,125.0,34,True,3,vuestic-ui,https://www.npmjs.com/package/vuestic-ui,27010.0,,
19,Amplify UI,aws-amplify/amplify-ui,['vue3'],ui-frameworks,https://github.com/aws-amplify/amplify-ui,https://github.com/aws-amplify/amplify-ui,Apache-2.0,2021-03-25 19:11:52,2024-05-09 05:10:42,2024-05-08 23:26:27,2968.0,117.0,243.0,57.0,3979.0,151.0,924.0,768.0,2024-05-08 23:26:43,@aws-amplify/ui-react-native@2.2.0,,83374.0,100.0,"Amplify UI is a collection of accessible, themeable, performant React (and more!) components that can connect directly..",49254.0,49254.0,114.0,34,True,3,@aws-amplify/ui-vue,https://www.npmjs.com/package/@aws-amplify/ui-vue,83374.0,,
20,Relay,facebook/relay,"['vue2', 'vue3']",graphql-clients,https://github.com/facebook/relay,https://github.com/facebook/relay,MIT,2015-08-10 22:09:16,2024-05-09 15:51:00,2024-05-09 15:17:16,9610.0,229.0,1749.0,334.0,2455.0,525.0,1683.0,18198.0,2024-01-23 16:49:06,16.2.0,,,82.0,Relay is a JavaScript framework for building data-driven React applications.,3.0,3.0,874.0,32,True,2,,,,,
21,CoreUI,coreui/coreui,['bootstrap5'],css-frameworks,https://github.com/coreui/coreui,https://github.com/coreui/coreui,MIT,2018-03-27 11:09:56,2024-05-07 09:43:46,2024-05-07 09:23:40,22297.0,24.0,187.0,24.0,583.0,5.0,139.0,722.0,2024-05-07 07:44:23,5.0.1,5627.0,79.0,88.0,Open Source UI Kit built on top of Bootstrap 5 and plain JavaScript without any additional libraries like jQuery.,33149.0,33149.0,1526.0,32,True,3,,,,,
22,vue-devtools,vuejs/devtools,[],dev-tools,https://github.com/vuejs/devtools,https://github.com/vuejs/devtools,MIT,2014-09-29 03:52:07,2024-04-14 12:34:37,2024-04-14 12:34:37,2139.0,10.0,4091.0,516.0,442.0,461.0,1130.0,24382.0,2024-02-15 18:10:48,6.6.1,102988.0,1170.0,87.0,Browser devtools extension for debugging Vue.js applications.,3.0,3.0,142.0,31,True,1,,,,-1.0,
23,graphql-request,prisma-labs/graphql-request,"['vue2', 'vue3']",graphql-clients,https://github.com/jasonkuhrt/graphql-request,https://github.com/jasonkuhrt/graphql-request,MIT,2017-05-10 20:05:07,2024-05-09 17:04:49,2024-05-09 17:04:00,578.0,176.0,294.0,32.0,477.0,12.0,306.0,5660.0,2024-05-09 02:18:25,7.0.0,,,31.0,Minimal GraphQL client.,233874.0,233874.0,89.0,31,True,3,,,,1.0,jasonkuhrt/graphql-request
24,Headless UI,tailwindlabs/headlessui,['tailwind'],components,https://github.com/tailwindlabs/headlessui,https://github.com/tailwindlabs/headlessui,MIT,2020-09-16 09:53:09,2024-05-09 14:17:28,2024-05-08 11:35:04,772.0,73.0,999.0,167.0,672.0,25.0,1135.0,24386.0,2024-05-08 10:55:24,@headlessui/vue@v1.7.22,,,100.0,"Completely unstyled, fully accessible UI components, designed to integrate beautifully with Tailwind CSS.",3348.0,3348.0,59.0,30,True,1,,,,,
25,vue-resource,pagekit/vue-resource,['vue2'],http-clients,https://github.com/pagekit/vue-resource,https://github.com/pagekit/vue-resource,MIT,2014-02-07 23:07:56,2022-12-08 21:37:18,2021-06-14 12:02:28,483.0,,1592.0,259.0,142.0,83.0,453.0,10109.0,2021-06-14 12:05:55,1.5.3,,,53.0,The HTTP client for Vue.js.,131246.0,131246.0,26.0,30,True,3,,,,,
26,mdb-ui-kit,mdbootstrap/mdb-ui-kit,['vue3'],dnd,https://github.com/mdbootstrap/mdb-ui-kit,https://github.com/mdbootstrap/mdb-ui-kit,,2014-08-18 11:54:00,2024-03-11 11:19:56,2024-03-11 11:17:27,1474.0,2.0,3462.0,776.0,339.0,15.0,1172.0,24043.0,2024-03-11 11:46:21,7.2.0,,,35.0,Bootstrap 5 & Material Design UI KIT.,12032.0,12032.0,119.0,29,True,1,,,,,
27,formkit,formkit/formkit,,forms,https://github.com/formkit/formkit,https://github.com/formkit/formkit,MIT,2021-06-02 21:35:19,2024-05-09 03:17:31,2024-05-02 20:06:48,1994.0,91.0,153.0,31.0,279.0,82.0,828.0,4062.0,2024-04-08 14:26:10,1.6.2,,,43.0,Vue Forms Supercharged.,86.0,86.0,58.0,27,True,2,,,,,
28,vuelidate,vuelidate/vuelidate,,forms,https://github.com/vuelidate/vuelidate,https://github.com/vuelidate/vuelidate,MIT,2016-11-05 14:30:37,2024-04-22 12:15:25,2023-12-22 13:21:42,670.0,,498.0,80.0,334.0,185.0,724.0,6823.0,2023-03-26 08:01:51,@vuelidate/core@2.0.1,,,49.0,"Simple, lightweight model-based validation for Vue.js.",47309.0,47309.0,93.0,26,True,3,,,,,
29,Oruga UI,oruga-ui/oruga,"['vue3', 'typescript']",ui-frameworks,https://github.com/oruga-ui/oruga,https://github.com/oruga-ui/oruga,MIT,2020-06-02 07:52:58,2024-05-05 20:55:06,2024-05-01 09:36:27,1619.0,97.0,174.0,11.0,528.0,44.0,346.0,1095.0,2024-05-01 08:18:06,0.8.9,,6082.0,40.0,Oruga is a lightweight library of UI components without any CSS framework dependency.,3.0,3.0,86.0,26,True,3,@oruga-ui/oruga,https://www.npmjs.com/package/@oruga-ui/oruga,6082.0,,
30,Semantic UI Integration,Semantic-UI-Vue/Semantic-UI-Vue,"['vue3', 'javascript']",ui-frameworks,https://github.com/Semantic-UI-Vue/Semantic-UI-Vue,https://github.com/Semantic-UI-Vue/Semantic-UI-Vue,MIT,2017-08-25 10:11:54,2022-12-10 20:30:18,2020-06-03 23:01:02,562.0,,147.0,34.0,271.0,106.0,145.0,935.0,2020-06-03 22:45:05,0.11.0,,5313.0,29.0,Semantic UI integration for Vue.,1840.0,1840.0,71.0,24,True,3,semantic-ui-vue,https://www.npmjs.com/package/semantic-ui-vue,5313.0,,
31,CoreUI Components,coreui/coreui-vue,['coreui'],components,https://github.com/coreui/coreui-vue,https://github.com/coreui/coreui-vue,MIT,2018-02-26 18:15:21,2024-03-28 15:51:11,2024-03-28 15:49:47,590.0,19.0,132.0,17.0,47.0,1.0,217.0,591.0,2024-03-28 15:51:11,5.0.0,,,98.0,Bootstrap 5 based Vue 3 components and directives. CoreUI for Vue.js replaces and extends the Bootstrap 5 javascript...,3513.0,3513.0,7.0,23,True,2,,,,,
32,Appolo Client integration,vuejs/apollo,"['vue2', 'vue3', 'appolo']",graphql-integrations,https://github.com/vuejs/apollo,https://github.com/vuejs/apollo,MIT,2016-09-18 18:44:06,2024-05-09 01:10:07,2024-03-29 09:03:06,1020.0,5.0,498.0,109.0,460.0,254.0,668.0,5984.0,2024-03-08 10:56:30,4.0.2,,,91.0,Apollo/GraphQL integration for VueJS.,3.0,3.0,137.0,22,True,1,,,,,
33,vuex-orm,vuex-orm/vuex-orm,['vue3'],state-management,https://github.com/vuex-orm/vuex-orm,https://github.com/vuex-orm/vuex-orm,MIT,2017-06-16 18:05:37,2022-12-10 17:16:42,2021-07-03 12:24:14,1334.0,,165.0,38.0,257.0,128.0,415.0,2362.0,2021-05-07 13:12:13,0.36.4,,,100.0,The Vuex plugin to enable Object-Relational Mapping access to the Vuex Store.,34.0,34.0,62.0,22,True,2,,,,,
34,graphql-hooks,nearform/graphql-hooks,"['vue2', 'vue3']",graphql-clients,https://github.com/nearform/graphql-hooks,https://github.com/nearform/graphql-hooks,,2019-02-08 08:29:00,2024-04-29 21:28:53,2024-04-11 15:47:25,782.0,6.0,89.0,113.0,927.0,,241.0,1873.0,2024-04-11 15:47:39,typescript-example@4.0.1,,,100.0,Minimal hooks-first GraphQL client.,1121.0,1121.0,89.0,22,True,3,,,,,
35,flowbite-vue,themesberg/flowbite-vue,['tailwind'],components,https://github.com/themesberg/flowbite-vue,https://github.com/themesberg/flowbite-vue,MIT,2022-06-02 08:04:40,2024-04-29 12:37:49,2024-04-29 12:29:03,458.0,21.0,105.0,12.0,134.0,37.0,94.0,659.0,2024-04-30 17:41:31,0.1.4,,,1.0,Official Vue 3 components built for Flowbite and Tailwind CSS.,1747.0,1747.0,40.0,22,True,3,,,,,
36,coreui-free-vue-admin-template,coreui/coreui-free-vue-admin-template,"['vue3', 'bootstrap5', 'coreui']",admin-dashboards,https://github.com/coreui/coreui-free-vue-admin-template,https://github.com/coreui/coreui-free-vue-admin-template,MIT,2017-08-15 09:29:16,2024-05-09 15:41:00,2024-05-01 13:52:05,501.0,7.0,939.0,122.0,82.0,2.0,200.0,3229.0,2024-03-28 16:08:51,5.0.0,,,62.0,Open source admin template based on Bootstrap 5 and Vue 3.,,,11.0,20,True,1,,,,,
37,vue-formulate,wearebraid/vue-formulate,,forms,https://github.com/wearebraid/vue-formulate,https://github.com/wearebraid/vue-formulate,MIT,2019-10-07 14:13:30,2023-05-06 23:19:06,2022-04-13 12:37:08,558.0,,242.0,30.0,126.0,113.0,339.0,2235.0,,,,,,The easiest way to build forms with Vue.,44.0,44.0,18.0,19,True,3,,,,,
38,Genql,remorses/genql,"['vue2', 'vue3']",graphql-clients,https://github.com/remorses/genql,https://github.com/remorses/genql,MIT,2020-05-14 20:39:29,2024-03-30 15:58:32,2024-03-30 15:57:39,1271.0,10.0,32.0,8.0,40.0,19.0,114.0,846.0,2024-03-30 15:58:33,@genql/cli@6.3.3,,,1.0,Type safe TypeScript client for any GraphQL API.,10.0,10.0,12.0,18,True,3,,,,,
39,villus,logaretm/villus,"['vue2', 'vue3']",graphql-clients,https://github.com/logaretm/villus,https://github.com/logaretm/villus,MIT,2019-12-22 20:52:31,2024-03-01 12:33:56,2024-03-01 12:33:28,636.0,2.0,31.0,9.0,72.0,14.0,124.0,789.0,2024-03-01 12:40:46,3.4.0,,,67.0,A tiny and fast GraphQL client for Vue.js.,13.0,13.0,22.0,18,True,3,,,,,
40,vuex-orm-next,vuex-orm/vuex-orm-next,['vue3'],state-management,https://github.com/vuex-orm/vuex-orm-next,https://github.com/vuex-orm/vuex-orm-next,MIT,2020-04-10 03:54:39,2023-03-04 11:20:52,2021-12-03 07:26:44,214.0,,11.0,11.0,102.0,11.0,22.0,192.0,2021-11-19 00:31:46,1.0.0-draft.16,,,17.0,The next iteration of Vuex ORM.,1008.0,1008.0,9.0,18,True,2,,,,,
41,admin-one-vue-tailwind,justboil/admin-one-vue-tailwind,"['vue3', 'tailwind', 'vite', 'pinia']",admin-dashboards,https://github.com/justboil/admin-one-vue-tailwind,https://github.com/justboil/admin-one-vue-tailwind,MIT,2021-06-14 13:48:31,2024-04-26 21:17:43,2023-10-31 04:41:59,440.0,,365.0,31.0,18.0,22.0,17.0,1987.0,2023-04-06 16:31:39,3.2.0,,,13.0,Free Vue.js 3.x Tailwind 3.x admin dashboard template with dark mode. Vite builds. Pinia state. Laravel integration..,,,3.0,17,True,3,,,,,
42,vue-save-state,spatie/vue-save-state,[],state-management,https://github.com/spatie/vue-save-state,https://github.com/spatie/vue-save-state,MIT,2016-10-28 13:06:41,2022-03-21 12:45:21,2022-03-21 12:45:21,58.0,,23.0,12.0,11.0,,14.0,242.0,2017-01-19 19:12:25,1.1.0,,1763.0,1.0,A Vue mixin to save the state of a component to local storage.,152.0,152.0,9.0,17,True,3,vue-save-state,https://www.npmjs.com/package/vue-save-state,1763.0,,
43,vue.draggable.next,SortableJS/vue.draggable.next,['vue3'],dnd,https://github.com/SortableJS/vue.draggable.next,https://github.com/SortableJS/vue.draggable.next,MIT,2020-11-18 01:28:43,2023-09-27 01:14:21,2021-08-25 03:06:16,641.0,,478.0,17.0,28.0,161.0,68.0,3507.0,2020-11-30 17:06:31,4.0.1,,,1.0,Vue 3 compatible drag-and-drop component based on Sortable.js.,,,45.0,16,True,2,,,,,
44,vue-dragging,hilongjw/vue-dragging,['vue2'],dnd,https://github.com/hilongjw/vue-dragging,https://github.com/hilongjw/vue-dragging,MIT,2016-11-16 06:39:22,2018-12-12 14:05:44,2018-12-12 14:05:35,57.0,,142.0,23.0,7.0,24.0,4.0,766.0,,,,,,A sortable list directive with Vue.,1282.0,1282.0,10.0,16,False,2,,,,,
